Entry,author1,x4Ref1
O0527,J.R.Boyce+,"J,PR/C,10,231,1974"
O0528,S.A.Harbison+,"J,NP/A,152,503,1970"
O0529,S.T.Kruger+,"J,PR/C,7,2179,1973"
O0530,G.F.Steyn+,"J,ARI,43,1323,1992"
O0531,J.E.Nicholls+,"J,NP/A,181,329,1972"
O0532,Y.Holler+,"J,NP/A,442,79,1985"
O0533,R.Brandt,"J,RCA,16,148,1971"
O0534,S.V.Foertsch+,"J,NP/A,485,258,1988"
O0535,W.A.Richter+,"J,PR/C,46,1030,1992"
O0536,S.M.Grimes+,"J,PR/C,13,2224,1976"
O0537,T.Bauer+,"J,PL/B,67,265,1977"
O0538,M.Noguchi+,"J,ARI,42,577,1991"
O0539,M.Tanikawa+,"J,ZP/A,347,53,1993"
O0540,T.Mehren+,"J,PRL,77,458,1996"
O0541,H.Hirabayashi+,"J,JPJ,51,3098,1982"
O0542,J.B.Cumming+,"J,PR/C,10,739,1974"
O0543,W.H.Tait+,"J,NP/A,176,390,1971"
O0544,K.Beg+,"J,PR/C,3,1631,1971"
O0545,M.M.Stautberg+,"J,PR,151,969,1966"
O0546,G.L.Tomas+,"J,NP/A,171,165,1971"
O0547,K.Yagi+,"J,NP/A,121,161,1968"
O0548,L.T.Baby+,"J,PR/C,67,065805,2003"
O0549,B.C.Sinha+,"J,NP/A,183,401,1972"
O0550,R.W.Peelle,"J,PR,105,1311,1957"
O0551,A.A.Rush+,"J,NP/A,166,378,1971"
O0552,R.D.Rathmell+,"J,NP/A,178,458,1972"
O0553,C.Rolland+,"J,NP,80,625,1966"
O0554,E.S.Izosimova+,"R,RI-87,1978"
O0555,J.Fain+,"J,NP/A,262,413,1976"
O0556,D.Bachelier+,"J,NP/A,126,60,1969"
O0557,S.Myalski+,"J,APP/B,43,253,2012"
O0558,Y.Watanabe+,"J,PR/C,51,1891,1995"
O0559,H.Ravn,"J,JIN,31,1883,1969"
O0560,G.B.Saha+,"J,JIN,31,1891,1969"
O0561,P.Schwaller+,"J,NP/A,316,317,1979"
O0562,I.Haldorsen+,"J,JIN,36,245,1974"
O0563,J.Akstad+,"J,JIN,37,873,1975"
O0564,J.K.P.Lee+,"J,JIN,37,2035,1975"
O0565,T.Inoue+,"J,JIN,38,1425,1976"
O0566,R.De swiniarski+,"J,PL/B,61,37,1976"
O0567,Z.Lewandowski+,"J,NP/A,389,247,1982"
O0568,A.Kjelberg+,"J,JIN,31,257,1969"
O0569,J.L.Anderson+,"J,JIN,30,3167,1968"
O0570,G.R.Choppin+,"J,JIN,33,897,1971"
O0571,H.Umezawa,"J,JIN,33,2731,1971"
O0572,H.Marshall+,"J,JIN,35,1797,1973"
O0573,L.D.Miller+,"J,JIN,35,1805,1973"
O0574,R.W.Eaker+,"J,JIN,38,969,1976"
O0575,M.Diksic+,"J,JIN,36,7,1974"
O0576,E.Hagebo,"J,JIN,25,1201,1963"
O0577,E.Hagebo,"J,JIN,29,2515,1967"
O0578,J.L.Galinier+,"J,JIN,39,1497,1977"
O0579,A.Ingemarsson+,"J,NP/A,653,341,1999"
O0580,E.Fretwurst+,"J,NP/A,468,247,1987"
O0581,E.Cereda+,"J,PR/C,26,1941,1982"
O0582,M.Pignanelli+,"J,PR/C,29,434,1984"
O0583,P.L.Reeder,"J,JIN,27,1879,1965"
O0584,K.F.Chackett,"J,JIN,27,2493,1965"
O0585,W.H.Tait+,"J,NP/A,203,193,1973"
O0586,T.Ishimatsu+,"J,NP/A,185,273,1972"
O0587,P.K.Bindal+,"J,PR/C,12,1826,1975"
O0588,R.J.Peterson+,"J,NP/A,241,253,1975"
O0589,F.M.Edwards+,"J,NP/A,199,463,1973"
O0590,T.Ohtsuki+,"J,PR/C,44,1405,1991"
O0591,R.S.Tilbury+,"J,CJC,41,1956,1963"
O0592,S.S.Parikh+,"J,CJC,45,1863,1967"
O0593,I.Tomita+,"J,CJC,47,2921,1969"
O0594,A.H.Khan+,"J,CJC,48,1924,1970"
O0595,A.Kjelberg+,"J,CJC,39,635,1961"
O0596,S.Sarkar+,"J,CJC,54,2349,1976"
O0597,T.-A.Shibata+,"J,NP/A,408,525,1983"
O0598,R.Melzer+,"J,NP/A,432,363,1985"
O0600,R.Antanasijevic+,"J,ZP,254,106,1972"
O0601,R.Antanasijevic+,"J,ZP,269,385,1974"
O0602,Z.Todorovic+,"J,ZP,261,329,1973"
O0603,Z.Todorovic+,"J,ZP,266,29,1974"
O0604,Z.Todorovic+,"J,NC/A,33,546,1976"
O0605,R.Brandt+,"J,RPA,7,243,1972"
O0606,A.N.Smirnov+,"C,91GAUSSG,,214,1991"
O0607,H.G.De carvalho+,"J,NC,25,880,1962"
O0608,H.G.De carvalho+,"J,NC,27,468,1963"
O0609,V.S.Bychenkov+,"J,YF,5,264,1967"
O0610,N.A.Perfilov+,"J,ZET,38,716,1960"
O0611,H.A.Khan+,"J,PR/C,29,2199,1984"
O0612,F.D.Becchetti+,"J,PR/C,28,276,1983"
O0613,L.Kowalski+,"J,JPR,24,901,1963"
O0614,G.Andersson+,"J,ZP/A,293,241,1979"
O0615,A.Calboreanu+,"J,RRP,21,69,1976"
O0616,B.J.Wagner+,"J,PR/C,31,1934,1985"
O0617,L.N.Andronenko+,"J,ZP/A,318,97,1984"
O0618,C.J.Stephan+,"J,PR,164,1528,1967"
O0619,G.N.Flerov+,"J,AE,33,979,1972"
O0620,V.I.Baranovskii+,"J,RAK,4,470,1962"
O0621,S.H.Freid+,"J,JIN,30,3155,1968"
O0622,E.Gadioli+,"J,NCL,2,904,1969"
O0623,A.V.Ignatyuk+,"J,YF,40,625,1984"
O0624,A.P.Vinogradov+,"C,55MOSCOW,,97,1955"
O0625,A.K.Lavrukhina+,"J,DOK,119,56,1958"
O0626,A.K.Lavrukhina+,"J,ZET,40,409,1961"
O0627,V.N.Okolovich+,"R,IYFK-P-112,1974"
O0628,R.W.Eaker+,"J,JIN,38,31,1976"
O0629,P.A.Gorichev+,"J,ZET,45,1784,1963"
O0630,O.E.Shigaev+,"J,YF,35,567,1982"
O0631,V.P.Shamov,"J,ZET,35,316,1958"
O0632,H.M.Steiner+,"J,PR,101,807,1956"
O0633,E.W.Baker+,"J,PR,126,729,1962"
O0634,G.R.Choppin+,"J,JIN,28,1509,1966"
O0635,G.F.Denisenko+,"J,PR,109,1779,1958"
O0636,E.Makowska+,"J,APP,33,105,1968"
O0637,P.Polak+,"J,JIN,42,641,1980"
O0638,N.A.Perfilov+,"J,ZET,35,631,1958"
O0639,V.P.Shamov,"J,DOK,103,593,1955"
O0640,G.H.Mccormick+,"J,PR,96,722,1954"
O0641,M.Debeauvais+,"C,76NEUHER,2,1179,1976"
O0642,J.C.Gehring+,"J,PR/C,44,R1,1991"
O0643,J.Hudis+,"J,PR,180,1122,1969"
O0644,J.Hudis+,"J,PR/C,13,1961,1976"
O0645,A.T.Kandil,"J,JIN,38,37,1976"
O0646,E.Karttunen+,"J,NSE,109,350,1991"
O0647,F.Saint-laurent+,"J,NP/A,422,307,1984"
O0648,T.T.Sugihara+,"J,PR,121,1179,1961"
O0649,M.Maurette+,"C,65SALZBURG,2,307,1965"
O0650,C.J.Batty+,"J,NIM,68,273,1969"
O0651,H.Conde+,"J,NIM/A,292,121,1990"
O0652,T.Roennqvist,"W,ROENNQVIST,1993"
O0653,T.Roennqvist,"W,ROENNQVIST,1993"
O0654,J.A.Jungerman+,"J,NIM,94,421,1971"
O0655,J.W.Wachter+,"J,NIM,113,185,1973"
O0656,M.W.Mcnaughton+,"J,NIM,130,555,1975"
O0657,P.H.Bowen+,"J,NP,30,475,1962"
O0658,N.Nakao+,"J,NIM/A,420,218,1999"
O0659,M.Baba+,"C,94GATLIN,1,90,1994"
O0660,T.Nakamura+,"C,97TRIEST,2,1508,1997"
O0661,H.A.Tewes+,"J,PR,88,860,1952"
O0662,J.H.Davies+,"J,CJC,41,1836,1963"
O0663,G.B.Saha+,"J,JIN,32,745,1970"
O0664,S.M.Beck+,"R,NASA-TN-D-8119,1976"
O0665,A.H.Khan+,"J,CJC,47,3817,1969"
O0666,P.A.Smith+,"J,PR/C,18,2486,1978"
O0667,K.Tsukada+,"J,RCA,76,173,1997"
O0668,L.N.Andronenko+,"R,LIJAF-1980,1994"
O0669,J.Gosset+,"J,PR/C,14,878,1976"
O0670,G.W.A.Newton+,"J,JIN,35,1435,1973"
O0671,R.E.Marrs+,"J,PR/C,20,2308,1979"
O0672,T.Wakasa+,"J,NP/A,599,217,1996"
O0673,P.Reimer+,"J,RCA,80,113,1998"
O0674,S.Spellerberg+,"J,ARI,49,1519,1998"
O0675,A.Hohn+,"J,ARI,49,1493,1998"
O0676,Z.Szucs+,"J,RCA,80,59,1998"
O0677,A.Hohn+,"J,ARI,49,93,1998"
O0678,M.Enke+,"J,NP/A,657,317,1999"
O0679,M.Pignanelli+,"J,NP/A,519,567,1990"
O0680,E.Gerlic+,"J,PR/C,39,2190,1989"
O0681,M.Altmeier+,"J,EPJ/A,23,351,2005"
O0682,R.Kishore+,"J,PR/C,12,21,1975"
O0683,G.E.Kodina+,"C,91VILLIG,,66,1991"
O0684,W.A.Lanford,"J,PR/C,16,988,1977"
O0685,M.Takahashi+,"J,PR/C,27,1454,1983"
O0686,J.Sauvage+,"C,84TRIUMF,,161,1984"
O0687,J.R.Radin+,"J,PR/C,20,787,1979"
O0688,E.S.Matusevich+,"J,YF,7,1187,1968"
O0689,R.E.Bell+,"J,CJP,34,745,1956"
O0690,S.B.Kaufman+,"J,PR/C,14,1121,1976"
O0691,E.Hagebo+,"J,JIN,31,897,1969"
O0692,F.Hammache+,"C,2006CERN,,(013),2006"
O0693,L.Gaudefroy+,"J,PRL,97,092501,2006"
O0694,Z.Siketic+,"J,NIM/B,229,180,2005"
O0695,M.Sonck+,"J,ARI,49,1533,1998"
O0696,T.Grotdal+,"J,PS,14,263,1976"
O0697,H.Ogawa+,"J,PR/C,33,834,1986"
O0698,T.Ichihara,"J,MSK/A,37,191,1988"
O0699,Y.L.Zhao+,"J,JRN,239,113,1999"
O0700,I.Yu.Gorshkov+,"C,91MINSK,,276,1991"
O0701,J.R.Boyce,"T,BOYCE,1972"
O0702,S.Franchoo+,"J,JP/CS,580,012012,2015"
O0703,J.Protoschill,"T,PROTOSCHILL,1997"
O0704,R.Ya.Zul'karneev+,"J,YF,39,785,1984"
O0705,G.D.Alkhazov+,"J,YF,26,673,1977"
O0706,V.G.Vovchenko+,"J,YF,16,1145,1972"
O0707,V.A.Kon'shin+,"J,YF,2,682,1965"
O0708,T.Mcgee+,"J,JIN,34,3323,1972"
O0709,V.S.Bychenkov+,"J,YF,17,947,1973"
O0710,A.A.Kotov+,"J,YF,17,950,1973"
O0711,L.N.Andronenko+,"J,YF,24,671,1976"
O0712,A.M.Zolotov+,"J,YF,18,29,1973"
O0713,V.N.Aseev+,"J,YF,61,2117,1998"
O0714,H.Rebel+,"J,NP/A,218,13,1974"
O0715,B.N.Belyaev+,"J,YF,57,1231,1994"
O0717,U.L.Vallinder+,"J,NP,15,152,1960"
O0718,A.I.Obukhov+,"J,ZET,40,1250,1961"
O0719,B.L.Cohen+,"J,PR,98,685,1955"
O0720,N.S.Ivanova,"J,ZET,31,413,1956"
O0721,G.B.Saha+,"J,JIN,31,3731,1969"
O0722,M.Fassbender+,"J,ARI,48,1221,1997"
O0723,A.H.Khan+,"J,CJC,46,3565,1968"
O0724,M.K.Dewanjee+,"J,CJC,46,3551,1968"
O0725,T.Bjornstad+,"J,NIM,186,391,1981"
O0726,V.V.Verbinski+,"J,PR,177,1671,1969"
O0727,J.H.Forster+,"J,CJC,44,2951,1966"
O0728,M.Fassbender+,"J,RCA,84,59,1999"
O0729,M.Fassbender+,"J,RCA,81,1,1998"
O0730,H.Sauvageon+,"J,ZP/A,314,181,1983"
O0731,G.K.Wolf,"J,NP/A,116,387,1968"
O0732,T.J.Gooding,"J,NP,12,241,1959"
O0733,Z.Qin+,"J,RCA,84,115,1999"
O0734,J.Feng+,"J,PR/C,50,2420,1994"
O0735,P.Taskinen+,"J,NIM/A,281,539,1989"
O0736,B.Blank+,"J,PR/C,50,2398,1994"
O0737,B.Scholten+,"J,ARI,51,69,1999"
O0738,S.Kastleiner+,"J,RCA,84,107,1999"
O0739,C.Borcea+,"J,RRP,20,867,1975"
O0740,R.D.Edge+,"J,PR,183,849,1969"
O0741,B.D.Wilkins+,"J,PR,129,2198,1963"
O0742,H.B.Jeppesen+,"J,NP/A,748,374,2005"
O0743,J.J.Menet+,"J,PRL,22,1128,1969"
O0744,J.Jaros+,"J,PR/C,18,2273,1978"
O0745,H.Palevsky+,"J,PRL,18,1200,1967"
O0746,T.N.Nasr+,"J,CJP,56,56,1978"
O0747,S.Ichikawa+,"J,NIM/A,374,330,1996"
O0748,Tielman J.De waal+,"J,JIN,33,2783,1971"
O0750,J.A.Hofmann+,"J,PR,90,449,1953"
O0751,Ch.Droste+,"J,NP/A,192,595,1972"
O0752,J.L.Friedes+,"J,NP/A,104,294,1967"
O0753,H.L.Ravn+,"J,JIN,37,383,1975"
O0754,Z.Lewandowski+,"J,NCL,28,15,1980"
O0757,V.Tatischeff+,"J,PR/C,68,025804,2003"
O0759,J.Muto+,"J,NP,47,19,1963"
O0760,V.A.Bolshakov+,"J,NIM/B,70,69,1992"
O0761,L.S.Azhgirei+,"J,NP/A,195,581,1972"
O0762,R.Eder+,"J,NIM/B,62,535,1992"
O0763,B.Vosicki+,"J,NIM,186,307,1981"
O0764,N.Shinohara+,"J,RCA,88,1,2000"
O0765,Y.L.Zhao+,"J,RCA,86,79,1999"
O0766,H.Kudo+,"J,PR/C,25,909,1982"
O0768,E.Porras+,"J,NIM/B,160,73,2000"
O0769,W.Wlazlo+,"J,PRL,84,5736,2000"
O0770,J.Aaltonen+,"J,RCA,88,129,2000"
O0771,A.T.J.Klein+,"J,RCA,88,253,2000"
O0772,N.Shigeta+,"J,ARI,47,171,1996"
O0773,P.R.Lewis+,"J,NP/A,532,583,1991"
O0774,M.Kozlowski+,"J,NP/A,420,1,1984"
O0775,S.Kox+,"J,PL/B,159,15,1985"
O0776,S.Kox+,"J,NP/A,420,162,1984"
O0777,B.N.Belyaev+,"J,NP/A,348,479,1980"
O0778,F.Groppi+,"J,NIM/B,213,373,2004"
O0779,V.D.Aksinenko+,"J,NP/A,348,518,1980"
O0780,F.Saint-laurent+,"J,NP/A,422,307,1984"
O0781,Yu.E.Titarenko,"R,INDC(CCP)-434,69,2003"
O0782,Yu.E.Titarenko+,"R,INDC(CCP)-434,2002"
O0783,J.Benlliure+,"J,NP/A,683,513,2001"
O0784,F.Rejmund+,"J,NP/A,683,540,2001"
O0785,M.Abdel-bary+,"J,EPJ/A,16,127,2003"
O0787,J.Kiener+,"J,PR/C,58,2174,1998"
O0788,G.S.Mani+,"J,NP/A,165,384,1971"
O0789,H.Sakai+,"J,NP/A,579,45,1994"
O0790,N.De sereville+,"J,PR/C,67,052801,2003"
O0791,H.Kawakami+,"J,NP/A,262,52,1976"
O0792,S.Cherubini+,"J,EPJ/A,20,355,2004"
O0793,A.Khoukaz+,"J,EPJ/A,20,345,2004"
O0794,E.Friedman+,"J,PR/C,9,2340,1974"
O0795,H.Orihara+,"J,PR/C,9,266,1974"
O0796,L.Weissman+,"J,NP/A,630,678,1998"
O0797,H.Anklin+,"J,NP/A,636,189,1998"
O0798,R.Johansson+,"J,NP/A,641,389,1998"
O0799,R.L.Ferguson+,"J,PR/C,7,2510,1973"
O0800,S.A.Karamian+,"J,NIM/A,527,609,2004"
O0801,S.M.Qaim,"J,NP,84,411,1966"
O0802,S.Nishihara+,"J,PL/B,160,369,1985"
O0803,S.Merchel+,"J,NIM/B,172,806,2000"
O0805,C.Djalali+,"J,NP/A,388,1,1982"
O0806,A.Moreno+,"J,JRN,198,41,1995"
O0807,O.Artun+,"J,PRL,35,773,1975"
O0808,Z.Fraenkel+,"J,PR/C,41,1050,1990"
O0809,M.Strecker+,"J,PR/C,41,2172,1990"
O0810,S.Dababneh+,"J,PR/C,68,025801,2003"
O0811,R.E.Gayoso+,"J,JRN,230,161,1998"
O0812,H.Ikegami+,"J,NP/A,329,84,1979"
O0813,H.Taketani+,"J,PRL,27,520,1971"
O0814,S.Franchoo+,"J,PRL,81,3100,1998"
O0815,G.Giorginis+,"J,NIM/B,118,224,1996"
O0816,P.F.A.Alkemade+,"J,NIM/B,35,135,1988"
O0817,V.Quillet+,"J,NIM/B,83,47,1993"
O0818,R.E.Gayoso+,"J,RCA,72,55,1996"
O0819,M.Abdel-bary+,"J,PL/B,610,31,2005"
O0820,A.S.Danagulyan+,"J,YF,63,204,2000"
O0821,V.Aleksandryan+,"J,NP/A,674,539,2000"
O0822,M.J.F.Healy+,"J,NIM/B,136-138,66,1998"
O0823,I.C.Vickridge+,"J,NIM/B,108,367,1996"
O0824,U.Agvaanluvsan+,"J,PR/C,70,054611,2004"
O0825,M.Leino+,"J,PR/C,44,336,1991"
O0826,S.J.Nassiff+,"J,NP,88,344,1966"
O0827,W.M.Jones+,"J,NP,26,203,1961"
O0829,Y.Nagame+,"J,RCA,78,3,1997"
O0830,S.Goto+,"J,JRN,239,109,1999"
O0831,Yu.A.Batusov+,"J,YF,26,966,1977"
O0832,G.Bendiscioli+,"J,NP/A,307,22,1978"
O0833,T.Enqvist+,"J,NP/A,686,481,2001"
O0834,T.Bjornstad+,"J,PS,34,578,1986"
O0835,M.J.G.Borge+,"J,ZP/A,325,429,1986"
O0836,YU.V.Ryabov+,"J,ZP/A,311,363,1983"
O0837,M.Trzaska+,"J,ZP/A,340,325,1991"
O0838,G.T.Ewan+,"J,ZP/A,318,309,1984"
O0839,I.Leya+,"J,NIM/B,229,1,2005"
O0840,J.Adam+,"C,2000STPETR,,296,2000"
O0841,J.Adam+,"C,2000STPETR,,299,2000"
O0842,J.Adam+,"C,2000STPETR,,301,2000"
O0843,A.Hermanne+,"J,NIM/B,170,281,2000"
O0844,H.Penttila+,"J,PR/C,54,2760,1996"
O0845,M.Bonardi+,"J,ARI,57,617,2002"
O0846,G.Lhersonneau+,"J,PR/C,54,1592,1996"
O0847,E.Acerbi+,"J,ARI,32,465,1981"
O0848,L.Pienkowski+,"J,PR/C,56,1909,1997"
O0849,Gy.Gyurky+,"J,PR/C,68,055803,2003"
O0850,I.Bogdanovic radovic+,"J,NIM/B,174,25,2001"
O0851,M.Chiari+,"J,NIM/B,174,259,2001"
O0852,S.Mazzoni+,"J,NIM/B,136-138,86,1998"
O0853,M.J.F.Healy+,"J,NIM/B,161-163,136,2000"
O0854,A.Nurmela+,"J,NIM/B,136-138,77,1998"
O0855,Z.Pastuovic+,"J,NIM/B,136-138,81,1998"
O0856,H.Van bebber+,"J,NIM/B,136-138,72,1998"
O0857,A.Nurmela+,"J,NIM/B,155,211,1999"
O0858,Chang-Shuk Kim+,"J,NIM/B,155,229,1999"
O0859,A.P.Jesus+,"J,NIM/B,161-163,186,2000"
O0860,A.Nurmela+,"J,NIM/B,161-163,130,2000"
O0861,A.Savidou+,"J,NIM/B,152,12,1999"
O0862,J.K.Kim+,"J,NIM/B,129,323,1997"
O0863,A.Seppala+,"J,NIM/B,143,233,1998"
O0864,M.Mayer+,"J,NIM/B,143,244,1998"
O0865,Huizhong Xu+,"J,NIM/B,149,390,1999"
O0866,E.Rauhala+,"J,JAP,75,642,1994"
O0867,J.Raisanen+,"J,JAP,75,3273,1994"
O0868,J.Raisanen+,"J,JAP,77,1762,1995"
O0869,E.Rauhala+,"J,NIM/B,35,7,1988"
O0870,M.Soltani-farshi+,"J,NIM/B,113,399,1996"
O0871,Y.Parrat+,"J,NIM/B,113,470,1996"
O0872,Y.Nagame+,"J,PR/C,41,889,1990"
O0873,G.Giorginis+,"J,NIM/B,113,396,1996"
O0874,M.Pfutzner+,"J,PL/B,444,32,1998"
O0875,Z.Elekes+,"J,NIM/B,168,305,2000"
O0876,N.Pauwels+,"J,NIM/B,160,315,2000"
O0877,Huan-Sheng Cheng+,"J,NIM/B,83,449,1993"
O0878,E.Rauhala+,"J,NIM/B,33,628,1988"
O0879,Ye Feng+,"J,NIM/B,86,225,1994"
O0880,E.Rauhala,"J,NIM/B,40-41,790,1989"
O0881,E.Rauhala,"J,NIM/B,12,447,1985"
O0882,Cheng Huan-Sheng+,"J,NIM/B,56-57,749,1991"
O0883,Cheng Huan-Sheng+,"J,NIM/B,85,47,1994"
O0884,Feng Ye+,"J,NIM/B,94,11,1994"
O0885,M.Lambert+,"J,PL/B,24,287,1967"
O0886,G.W.Kerr+,"J,NP/A,110,637,1968"
O0887,J.Cohen-ganouna+,"J,NP,40,67,1963"
O0888,G.J.Clark+,"J,NP/A,110,481,1968"
O0889,J.Cohen-ganouna+,"J,NP,40,82,1963"
O0890,M.Berti+,"J,NIM/B,143,357,1998"
O0892,X.Ledoux+,"J,PRL,82,4412,1999"
O0893,S.Schmidt+,"J,NP/A,591,227,1995"
O0894,F.Stegmueller+,"J,NP/A,601,168,1996"
O0895,E.Friedman+,"J,NP/A,110,300,1968"
O0896,R.Bilger+,"J,PR/C,65,044608,2002"
O0897,Zs.Fulop+,"J,ZP/A,355,203,1996"
O0898,D.Zahnow+,"J,ZP/A,359,211,1997"
O0899,C.Spitaleri+,"J,PR/C,63,055801,2001"
O0900,Yu.E.Titarenko+,"J,NIM/A,414,73,1998"
O0901,J.Raisanen+,"J,NIM/B,28,199,1987"
O0902,Th.Lenz+,"J,NIM/B,28,280,1987"
O0903,Z.Y.Zhou+,"J,NIM/B,100,524,1995"
O0905,C.Michotte+,"J,PL/B,381,402,1996"
O0906,J.Kuhnhenn+,"J,RCA,89,697,2001"
O0907,H.U.Wenger+,"J,ANE,26,141,1999"
O0908,Yu.T.Mironov,"C,2001SAROV,,276,2001"
O0909,M.Mayer+,"J,NIM/B,183,221,2001"
O0911,I.Adam+,"C,2001SAROV,,201,2001"
O0912,G.M.Raisbeck+,"J,NAT,244,28,1973"
O0913,S.Croft,"J,NIM/A,307,353,1991"
O0914,E.Chiavassa+,"J,ZP/A,344,345,1993"
O0915,A.Nurmela+,"J,JAP,82,1983,1997"
O0916,S.W.Kitwanga+,"J,PR/C,42,748,1990"
O0917,G.G.Bach+,"J,PM,46,824,1955"
O0918,S.Harissopulos+,"J,PR/C,64,055804,2001"
O0919,P.Guazzoni+,"J,EPJ/A,1,365,1998"
O0920,J.Kuhnhenn,"T,KUHNHENN,2001"
O0921,T.Enqvist+,"J,NP/A,703,435,2002"
O0922,M.Chiari+,"J,NIM/B,184,309,2001"
O0923,S.Franchoo+,"J,PRL,81,3100,1998"
O0924,M.Huhta+,"J,PL/B,405,230,1997"
O0925,C.P.Silva+,"J,NP/A,679,287,2001"
O0926,Y.Sugiyama+,"J,EPJ/A,4,157,1999"
O0927,L.C.Chamon+,"J,NP/A,582,305,1995"
O0928,R.Bonetti+,"J,JP/G,4,1903,1978"
O0929,D.Bachelier+,"J,PR/C,7,165,1973"
O0930,A.M.M.Maciel+,"J,PR/C,59,2103,1999"
O0931,E.Gadioli+,"J,PR/C,47,1129,1993"
O0932,P.Guazzoni+,"J,NP/A,697,611,2002"
O0933,P.Guazzoni+,"J,PR/C,49,2784,1994"
O0934,A.M.Borges+,"J,PR/C,46,2360,1992"
O0936,P.Guazzoni+,"J,ZP/A,354,53,1996"
O0937,L.C.Chamon+,"J,NP/A,597,253,1996"
O0938,M.A.G.Alvarez+,"J,NP/A,656,187,1999"
O0940,L.N.Andronenko+,"J,ZP/A,350,1,1994"
O0941,V.A.Rubchenya+,"J,NIM/A,463,653,2001"
O0942,B.Ackermann+,"J,ZP/A,350,13,1994"
O0943,H.Baltzer+,"J,ZP/A,356,13,1996"
O0944,M.Pfutzner+,"J,NP/A,587,229,1995"
O0945,B.Blank+,"J,ZP/A,352,69,1995"
O0946,A.Mukherjee+,"J,NP/A,596,299,1996"
O0947,A.Mukherjee+,"J,NP/A,614,238,1997"
O0948,A.Mukherjee+,"J,NP/A,635,305,1998"
O0949,A.Mukherjee+,"J,NP/A,645,13,1999"
O0950,J.J.Lawrie+,"J,ZP/A,325,175,1986"
O0951,A.Zerwekh+,"J,PR/C,58,3445,1998"
O0952,B.Blank+,"J,ZP/A,352,77,1995"
O0953,D.Hilscher+,"J,NIM/A,414,100,1998"
O0954,B.Lott+,"J,NIM/A,414,117,1998"
O0955,M.Hesse+,"J,ZP/A,355,69,1996"
O0956,H.G.Clerc+,"J,NP/A,590,785,1995"
O0961,S.Kastleiner+,"J,ARI,56,685,2002"
O0962,A.Coban+,"J,NP/A,678,3,2000"
O0963,A.Coban+,"J,NP/A,645,3,1999"
O0964,G.V.Rogachev+,"J,PR/C,64,051302,2001"
O0965,A.Roshchin+,"J,YF,60,2121,1997"
O0966,K.-M.Kallman,"J,ZP/A,356,287,1996"
O0967,H.W.Drotleff+,"J,ZP/A,338,367,1991"
O0968,F.Flesch+,"J,RM,31,533,1999"
O0969,C.Muri+,"J,EPJ/A,1,143,1998"
O0970,L.Vannucci+,"J,ZP/A,355,41,1996"
O0971,F.Flesch+,"J,RM,34,237,2001"
O0972,M.Furukawa+,"J,NP/A,174,539,1971"
O0973,H.Murohka+,"R,JAERI-C-96-008,110,1996"
O0974,Y.Takao+,"J,NST,34,109,1997"
O0975,S.Meigo+,"R,JAERI-C-96-008,217,1996"
O0976,S.Meigo+,"J,NIM/A,431,521,1999"
O0977,S.Leray+,"J,PR/C,65,044621,2002"
O0978,Yu.E.Titarenko+,"J,PR/C,65,064610,2002"
O0979,Yu.E.Titarenko,"R,ISTC-839B-99,100,2001"
O0980,Yu.E.Titarenko,"R,ISTC-839B-99,101,2001"
O0981,Yu.E.Titarenko,"R,ISTC-839B-99,102,2001"
O0982,Yu.E.Titarenko,"R,ISTC-839B-99,93,2001"
O0983,Yu.E.Titarenko,"R,ISTC-839B-99,91,2001"
O0984,Yu.E.Titarenko,"R,INDC(CCP)-434,91,2003"
O0985,Yu.E.Titarenko+,"R,INDC(CCP)-434,86,2003"
O0986,Yu.E.Titarenko+,"R,INDC(CCP)-434,79,2002"
O0987,Yu.E.Titarenko,"R,ISTC-839B-99,72,1999"
O0988,V.E.Aleksandryan+,"J,PAN,65,776,2002"
O0989,J.Adam+,"J,YF,65,797,2002"
O0990,M.Pfuetzner+,"J,PR/C,65,064604,2002"
O0991,A.A.Kotov+,"C,2002MOSCOW,,229,2002"
O0992,H.A.Khan+,"J,PR/C,35,645,1987"
O0995,T.Datta+,"J,PR/C,46,1445,1992"
O0996,Yu.E.Titarenko+,"C,99PRAHA,,(PC25),1999"
O0997,Yu.E.Titarenko+,"C,99PRAHA,,(PC-24),1999"
O0999,M.P.Nicoli+,"J,PR/C,60,064608,1999"
O1000,M.P.Nicoli+,"J,PR/C,61,034609,2000"
O1001,H.Wienke+,"J,NP/A,442,397,1985"
O1002,T.Stoll+,"J,RCA,90,309,2002"
O1003,H.Yashima+,"J,PR/C,66,044607,2002"
O1004,A.Heinz+,"J,NP/A,713,3,2003"
O1005,K.Kruglov+,"J,EPJ/A,14,365,2002"
O1006,U.Georg+,"J,NP/A,701,137,2002"
O1007,W.F.Mueller+,"J,PR/C,61,054308,2000"
O1009,M.Huhta+,"J,NIM/B,126,201,1997"
O1010,S.Sudar+,"J,ARI,56,821,2002"
O1011,A.De vismes+,"J,NP/A,706,295,2002"
O1012,P.Armbruster+,"J,ZP/A,355,191,1996"
O1013,M.Bonardi+,"J,ARI,57,617,2002"
O1014,M.Bernas+,"J,PL/B,415,111,1997"
O1015,J.Reinhold+,"J,PR/C,58,247,1998"
O1016,S.Busse+,"J,RCA,90,1,2002"
O1017,A.T.J.Klein+,"J,RCA,90,167,2002"
O1018,Yu.E.Titarenko,"R,INDC(CCP)-434,53,2003"
