Entry,author1,x4Ref1
21228,R.Malaroda+,"J,PL,5,205,1963"
21229,P.Vorderwisch+,"J,AKE,14,370,1969"
21230,M.Coppola+,"J,ZP,213,185,1968"
21231,R.O.Owens+,"J,NP/A,112,337,1968"
21232,A.Gibert+,"J,HPA,17,97,1944"
21233,A.Gibert+,"J,HPA,19,285,1946"
21234,J.Rossel,"J,HPA,20,105,1947"
21235,F.Metzger+,"J,HPA,20,236,1947"
21236,F.Metzger+,"J,HPA,21,278,1948"
21237,E.Baldinger+,"J,HPA,25,142,1952"
21238,H.Haenni+,"J,HPA,25,521,1952"
21239,H.Alder+,"J,HPA,26,349,1953"
21240,H.Berthet+,"J,HPA,28,265,1955"
21241,H.R.Brugger+,"J,HPA,28,331,1955"
21242,A.E.Remund,"J,HPA,29,545,1956"
21243,P.Huber+,"J,HPA,30,257,1957"
21244,M.Bruellmann+,"J,HPA,32,511,1959"
21245,S.Urech+,"J,HPA,34,954,1961"
21246,H.R.Brugger+,"J,HPA,35,3,1962"
21247,T.Knellwolf+,"J,HPA,39,376,1966"
21248,F.Heinrich+,"J,HPA,36,298,1963"
21249,B.Vaucher+,"J,HPA,38,371,1965"
21250,P.Boschung+,"J,HPA,42,252,1969"
21251,E.Bretscher+,"J,HPA,23,15,1950"
21252,P.Fieldhouse+,"J,JNE/AB,20,549,1966"
21253,G.Presser+,"J,NP/A,131,679,1969"
21254,H.Genz+,"R,EANDC(E)-57U,20,1965"
21255,R.Vaninbroukx,"J,NSE,24,87,1966"
21256,H.R.Von gunten+,"J,NSE,27,85,1966"
21257,F.Guarrini+,"J,NSE,31,341,1968"
21258,V.Maxia+,"J,NSE,35,88,1969"
21259,S.Cavallaro+,"J,PL,5,265,1963"
21260,C.Coceva+,"J,PL,16,159,1965"
21261,J.Kern+,"J,PL/B,24,400,1967"
21262,A.Bracci+,"J,NC,4,59,1956"
21263,M.Ageno+,"J,NC,10,281,1953"
21264,L.Colli+,"J,NC,13,730,1959"
21265,L.Colli+,"J,NC,20,94,1961"
21266,M.Cevolani+,"J,NC,26,1328,1962"
21267,U.Fasoli+,"J,NC,30,1169,1963"
21268,L.Colli+,"J,NC,29,983,1963"
21269,R.Bass+,"R,EANDC(E)-57,1,1965"
21270,R.Bass+,"R,EANDC(E)-57U,1,1965"
21271,L.Koester,"J,ZP,182,328,1965"
21272,W.Triftshaeuser+,"J,ZP,186,23,1965"
21274,U.Schmidt+,"R,EANDC(E)-66U,1966"
21275,R.Bass+,"R,EANDC(E)-66U,64,1966"
21276,M.Cance+,"R,EANDC(E)-140,115,1971"
21277,F.W.K.Firk+,"J,PPS,82,477,1963"
21278,P.A.Egelstaff,"R,AERE-N/R-1147,1953"
21279,F.W.K.Firk,"W,FIRK,1958"
21280,N.J.Pattenden,"J,PPS/A,68,104,1955"
21281,E.R.Hodgson+,"J,PPS/A,65,992,1952"
21282,A.W.Merrison+,"J,PRS/A,215,278,1952"
21283,J.M.Freeman,"J,PM,2,628,1957"
21284,J.L.Leory,"J,JPR,24,826,1963"
21285,W.Truestedt,"J,ZN/A,26,400,1971"
21286,W.Breunlich+,"J,ZN/A,26,451,1971"
21287,P.Forti+,"J,NC/B,41,52,1966"
21288,B.Minetti+,"J,NC/B,44,460,1966"
21289,P.Cuzzocrea+,"J,NC/B,52,476,1967"
21290,G.Curzio+,"J,NC/B,54,319,1968"
21291,F.Demechelis+,"J,NC/B,58,177,1968"
21292,R.Singh+,"J,ZP/A,272,47,1975"
21293,M.Mizumoto+,"J,NST,16,711,1979"
21294,M.Ohkubo+,"J,NST,18,745,1981"
21295,I.Bergqvist+,"J,NP/A,295,256,1978"
21296,U.Abbondanno+,"J,NP/A,305,117,1978"
21297,G.Rohr+,"J,NP/A,264,93,1976"
21298,C.Coceva+,"J,NP/A,315,1,1979"
21299,K.Kobayashi+,"R,NEANDC(J)-61,78,1979"
21300,K.Kayashima+,"R,INDC(JAP)-47,94,1979"
21301,L.Aldea+,"C,78BNL,,529,1978"
21302,M.Asghar+,"C,78BNL,,549,1978"
21303,C.Coceva+,"C,78BNL,,588,1978"
21304,T.Yamamoto+,"J,NST,15,797,1978"
21305,F.Corvi+,"C,78HARWELL,,712,1978"
21306,K.Debertin,"C,78HARWELL,,229,1978"
21307,P.Fischer+,"R,GKSS-80-E-28,1980"
21308,D.B.Gayther+,"R,AERE-PR/NP-26,18,1979"
21309,A.Paulsen+,"J,NSE,72,113,1979"
21310,J.Trochon+,"W,TROCHON,1980"
21311,M.Suffert+,"J,NP/A,318,54,1979"
21312,U.Fasoli+,"J,NP/A,311,368,1978"
21313,M.Asghar+,"J,NP/A,311,413,1978"
21314,D.B.Gayther+,"R,AERE-PR/NP-27,11,1980"
21315,E.R.Rae+,"J,NP,5,89,1958"
21316,F.W.K.Firk+,"J,NP,12,552,1959"
21317,J.R.Waters+,"J,NP,12,563,1959"
21318,F.W.K.Firk+,"J,NP,44,431,1963"
21319,V.Koenig,"J,NP,71,497,1965"
21320,E.Barnard+,"J,NP,80,46,1966"
21321,G.J.Mc callum,"J,JNE,6,181,1958"
21322,A.H.Baston+,"J,JNE/A,13,35,1960"
21323,B.Antonini+,"J,NIM,33,229,1965"
21324,F.Mitzel+,"J,NUK,6,371,1964"
21325,N.J.Pattenden,"C,58GENEVA,16,44,1958"
21326,A.Asami+,"C,68WASH,2,789,1968"
21327,G.M.Marcazzan+,"J,NC,20,903,1961"
21328,J.H.Towle,"J,NP/A,117,657,1968"
21329,G.Bardolle+,"J,CR,261,1266,1965"
21330,J.F.Barry,"C,66PARIS,1,365,1966"
21331,J.H.Towle,"J,NP/A,131,561,1969"
21332,P.V.March+,"J,PM,3,143,1958"
21333,P.V.March+,"J,PM,3,577,1958"
21334,M.C.Moxon,"R,NP-17644,1968"
21335,H.Weigmann+,"J,ZP,213,411,1968"
21336,J.P.Niklaus+,"J,ZP,190,295,1966"
21337,M.T.Mcellistrem+,"J,PR/C,15,927,1977"
21338,G.Haouat+,"J,PR/C,20,78,1979"
21339,M.Bormann+,"J,ZP,166,477,1962"
21340,F.Muennich,"J,ZP,153,106,1958"
21341,K.Heinloth,"J,ZP,163,218,1961"
21342,H.Weigmann,"J,ZP,167,549,1962"
21343,M.Bormann+,"J,ZP,174,1,1963"
21344,M.Bormann+,"J,ZP,174,1,1963"
21345,B.Minetti+,"J,ZP,199,275,1967"
21346,G.Staudt,"J,ZP,201,105,1967"
21347,W.-D.Emmerich+,"J,ZP,201,241,1967"
21348,B.Minetti+,"J,ZP,207,132,1967"
21349,W.Maurer,"J,ZN/A,4,150,1949"
21350,G.Weber,"J,ZN/A,9,115,1954"
21351,H.Meister,"J,ZN/A,13,820,1958"
21352,H.Pollehn+,"J,ZN/A,16,227,1961"
21353,W.Dilg+,"J,ZN/A,26,442,1971"
21355,G.Lindstroem+,"J,ZN/A,13,826,1958"
21356,G.Andersson-lindstroem,"J,ZN/A,17,238,1962"
21357,W.Koehler,"J,ZN/A,18,1339,1963"
21358,R.Scherm+,"J,ZN/A,19,354,1964"
21359,A.Flammersfeld,"J,ZN,1,190,1946"
21360,W.Koehler+,"J,ZN/A,21,829,1966"
21361,D.Blanc+,"J,NC,23,1140,1962"
21362,F.C.W.Colmer+,"J,PPS/A,63,1175,1950"
21363,K.L.Aitken+,"J,PPS/A,65,761,1952"
21364,W.D.Allen+,"J,PPS/A,68,1077,1955"
21365,T.C.Randle+,"J,PPS/A,69,760,1956"
21366,D.B.Gayther+,"J,PPS/A,70,51,1957"
21367,T.C.Griffith+,"J,PPS,71,305,1958"
21369,G.L.Squires,"J,PRS/A,212,192,1952"
21370,R.G.P.Voss+,"J,PRS/A,236,41,1956"
21371,A.R.Baker,"J,PRS/A,248,539,1958"
21372,J.D.Hemingway+,"J,PRS/A,292,180,1966"
21373,L.E.Beghian+,"J,PM,1,261,1956"
21374,C.P.Van zyl+,"J,PM,1,1003,1956"
21375,G.Brown+,"J,PM,2,785,1957"
21376,P.A.Egelstaff+,"J,NAT,166,825(2),1950"
21377,M.J.Poole,"J,PM,44,1398,1953"
21378,A.E.Taylor+,"J,PM,44,95,1953"
21379,L.E.Beghian+,"J,PM,46,963,1955"
21380,L.E.Beghian+,"J,PR,77,286,1950"
21381,M.A.Grace+,"J,PR,82,969,1951"
21382,E.E.Lockett+,"J,PR,89,657,1953"
21383,P.R.Tunnicliffe,"J,PR,89,1247,1953"
21384,A.T.Stewart+,"J,PR,90,1125,1953"
21385,E.A.Eliot+,"J,PR,94,144,1954"
21386,F.Demanins+,"J,PR,125,318,1962"
21387,E.E.Maslin+,"J,PR,139,B852,1965"
21388,G.Andersson+,"J,PS,18,165,1978"
21389,B.Thom+,"C,77GEEL,,675,1977"
21390,P.De regge+,"J,RCA,10,156,1968"
21391,K.H.Robrock+,"J,NUK,10,257,1967"
21392,R.C.Block+,"R,WASH-1048,71,1964"
21393,B.C.Purkayastha+,"J,CJC,34,293,1956"
21394,K.G.Mcneill+,"J,CJP,43,2156,1965"
21395,B.Grimeland+,"J,CR,232,2089,1951"
21396,J-M.Auclair+,"J,CR,240,2306,1955"
21397,J.-M.Auglair+,"J,CR,241,392,1955"
21398,V.Naggiar+,"J,CR,245,668,1957"
21399,P.Avignon+,"J,CR,247,1849,1958"
21400,C.Carles,"J,CR,257,659,1963"
21401,J.Letessier+,"J,CR,259,4620,1964"
21402,E.Monnand+,"J,CR/B,263,712,1966"
21403,A.Foglio para+,"J,EN,14,228,1967"
21404,E.Orvini+,"J,EN,14,541,1967"
21405,L.P.O'connor+,"J,JIN,13,5,1960"
21406,K.L.Aitken+,"J,JIN,17,6,1961"
21407,D.G.Vallis+,"J,JIN,22,1,1961"
21408,M.J.Cabell+,"J,JIN,25,607,1963"
21409,M.J.Cabell+,"J,JIN,27,2481,1965"
21410,M.J.Cabell,"R,AERE-R-5874,1,1968"
21411,A.J.Cox+,"J,JIN,31,2957,1969"
21412,R.Stella+,"J,JIN,31,3739,1969"
21413,A.J.Cox+,"J,JIN,33,3171,1971"
21414,P.Cuer+,"J,JPR,12,6S,1951"
21415,J.Ailloud+,"J,JPR,13,171,1952"
21416,C.Xuan chuan,"J,JPR,20,621,1959"
21417,M.Heyman+,"J,JPR,21,380,1960"
21418,D.Didier+,"J,JPR,24,805,1963"
21419,M.J.Depraz+,"J,JPR,21,377,1960"
21420,P.Benoist+,"J,JPR,12,584,1951"
21421,P.A.Egelstaff+,"J,NAT,167,896,1951"
21422,J.E.Durisch+,"J,NIM,52,222,1967"
21423,M.Brose+,"J,NUK,2,139,1960"
21424,F.Hegedues,"J,NUK,10,225,1967"
21425,G.Richter+,"J,NWS,50,397,1963"
21426,I.Wagner+,"J,OSA,108,185,1971"
21427,U.Farinelli+,"J,PHY,29,1196,1963"
21428,D.J.Littler+,"R,AERE-NP/R-2104,7,1957"
21429,G.Von dardel,"B,PR.NUC.EN.,2,183,1958"
21430,H.S.Cockcroft,"R,AERE-NP/R-2104,4,1957"
21431,R.Batchelor+,"J,RSI,26,1037,1955"
21432,H.Maier-leibnitz,"J,ZAP,14,738,1963"
21433,W.Gissler,"J,ZK,118,149,1963"
21434,P.Fischer+,"J,ZMP,16,820,1965"
21435,M.J.Cabell+,"C,66PARIS,2,3,1966"
21436,M.J.Cabell+,"J,JNE/AB,16,195,1962"
21437,A.Ashmore+,"J,PPS,71,552,1958"
21438,J.L.Perkin+,"J,PPS,72,505,1958"
21439,R.Batchelor+,"J,PPS,73,193,1959"
21440,R.F.Coleman+,"J,PPS,73,215,1959"
21441,J.F.Barry+,"J,PPS,74,632,1959"
21442,J.F.Barry+,"J,PPS,74,685,1959"
21443,R.S.Storey+,"J,PPS,75,526,1960"
21444,W.M.Deuchars+,"J,PPS,75,855,1960"
21445,J.F.Barry+,"J,PPS,78,801,1961"
21446,M.Irfan+,"J,PPS,81,808,1963"
21447,N.C.Barford+,"J,PPS,78,912,1961"
21448,D.F.Shaw,"J,PPS/A,68,43,1955"
21450,R.E.Meads+,"J,PPS/A,69,469,1956"
21451,M.J.Harris+,"J,PPS,85,79,1965"
21452,P.Billaud+,"C,58GENEVA,16,106,1958"
21453,J.Leroy,"J,JPR,21,617,1960"
21454,D.W.Colvin+,"C,65SALZBURG,2,25,1965"
21455,P.Billaud+,"C,58GENEVA,16,106,1958"
21456,J.E.Sanders,"J,JNE,2,247,1956"
21457,P.A.Egelstaff+,"C,55GENEVA,4,307,1955"
21458,J.R.Bird,"C,58GENEVA,14,294,1958"
21459,S.M.Austin+,"C,61MANCH,,139,1961"
21460,A.E.Cox+,"J,NP,74,497,1965"
21461,B.Leroux+,"J,NP/A,116,196,1968"
21463,P.H.White+,"C,65SALZBURG,1,219,1965"
21464,I.F.Croall+,"C,65SALZBURG,1,355,1965"
21465,F.Bensch+,"R,INDC(AUS)-4,1979"
21466,N.Yamamuro+,"J,NST,17,582,1980"
21467,M.J.Cabell+,"J,JIN,30,897,1968"
21468,C.A.Uttley+,"R,AERE-NP/R-1996,1956"
21469,J.D.Cummins,"R,AERE-R/R-2333,1957"
21470,H.Rose+,"C,58GENEVA,16,34,1958"
21471,J.F.Raffle,"R,AERE-R-2998,1959"
21472,M.G.Silk+,"J,JNE,24,43,1970"
21473,A.R.Osborn+,"R,AWRE-NR/C-1/61,1961"
21474,D.Dandy+,"R,AWRE-O-60/68,1968"
21475,G.Tuckey+,"R,AERE-PR/NP-2,15,1961"
21476,M.De vroey+,"J,JNE/AB,20,191,1966"
21477,K.M.Diment+,"R,AERE-PR/NP-12,4,1967"
21478,M.Jacob,"R,CEA-652,2,1958"
21479,E.Broda,"R,BR-574,1945"
21480,M.H.Mc taggart,"R,ACO/UK-1337,1961"
21481,L.Frittelli+,"R,CNEN-RT/FI-18,1970"
21482,J.B.Laidler+,"J,JIN,24,1485,1962"
21483,L.Ciuffolotti,"J,EN,15,272,1968"
21484,M.Jacob,"R,CEA-652,17,1958"
21485,M.Jacob,"R,CEA-652,23,1958"
21486,J.-C.Carre+,"J,CR,252,3973,1961"
21487,D.L.Allan,"J,PPS/A,70,195,1957"
21488,D.L.Allan,"J,PPS/A,70,195,1957"
21489,B.H.Armitage+,"R,EANDC-50-S,(1),(24),1965"
21490,D.T.Stewart+,"C,65ANTWERP,1,509(37),1965"
21492,M.Asghar+,"C,65ANTWERP,,522,1965"
21493,M.C.Moxon,"R,EANDC-50-S,(1),(88),1965"
21494,P.H.White+,"C,66PARIS,2,29,1966"
21495,E.Baron+,"C,66PARIS,2,57,1966"
21496,K.F.Flynn+,"C,69VIENNA,,731,1969"
21497,A.Langsford+,"C,70ANL,,51,1970"
21498,K.Knorr+,"J,AKE,16,49,1970"
21499,U.Fasoli+,"R,INFN/BE-65/5,1965"
21500,E.Feicht+,"J,NUK,10,58,1967"
21501,D.Didier+,"J,JPR,24,805,1963"
21502,R.Lloret,"R,EANDC(E)-57,172,1965"
21503,M.Bormann+,"R,EANDC(E)-76,51,1967"
21504,R.Bass+,"R,EANDC(E)-89,58,1968"
21505,G.Rau,"R,EANDC(E)-89,41,1968"
21506,H.Abaschi+,"J,CR/B,265,1265,1967"
21507,K.Debertin+,"W,DEBERTIN,1967"
21508,W.Koehler,"J,NUK,8,9,1965"
21509,R.Mogharrab+,"J,AKE,19,107,1972"
21511,F.D.S.Butement,"J,PR,75,1276,1949"
21512,W.Koehler+,"J,NUK,8,59,1965"
21513,R.Vidal,"R,EANDC(E)-049,94,1963"
21514,B.Granger+,"R,EANDC(E)-49L,83,1963"
21515,D.Szteinsznaider+,"C,55GENEVA,4,245,1955"
21516,R.Giacomich+,"R,INFN/BE-66/13,1966"
21517,P.Fehsenfeld+,"R,EANDC(E)-89U,46,1968"
21519,G.C.Bonazzola,"W,BONAZZOLA,1966"
21520,G.Fraysse+,"C,65SALZBURG,1,255,1965"
21521,J.A.Phillips,"R,AERE-NP/R-2033,1956"
21522,C.Wagemans+,"C,79KNOX,,961,1979"
21523,N.J.Pattenden,"R,AERE-NP/M-87,1958"
21524,S.Harrar,"C,62PADUA,,849,1962"
21525,M.Bormann,"W,BORMANN,,1965"
21529,C.Wagemans+,"J,ZP/A,275,149,1975"
21530,P.Fettweis+,"J,ZP/A,275,359,1975"
21531,H.Thierens+,"J,NIM,134,299,1976"
21532,D.C.Aumann+,"J,JIN,39,1217,1977"
21533,H.Vonach,"W,VONACH,1968"
21534,A.Bruggeman+,"J,JIN,41,445,1979"
21535,P.D'hondt+,"J,NP/A,303,275,1978"
21536,M.Bosman+,"J,PL/B,82,212,1979"
21537,A.Emsallem+,"J,ZP/A,286,411,1978"
21538,C.Wagemans+,"J,ANE,5,267,1978"
21539,M.Asghar+,"J,ZP/A,288,45,1978"
21540,J.E.Lynn,"R,NRDC-81,19,1955"
21541,S.J.Cocking+,"R,NRDC-107,1,1958"
21542,M.C.Moxon+,"R,NRDC-135,10,1961"
21543,M.Asghar+,"J,NP/A,292,225,1977"
21544,M.Asghar+,"J,NP/A,311,205,1978"
21545,M.Asghar+,"J,NP/A,334,327,1980"
21546,A.Bertin+,"R,INDC(FR)-27,1978"
21547,S.Joly+,"J,NP/A,334,269,1980"
21548,S.Joly+,"J,PR/C,20,2072,1979"
21549,R.Brissot+,"J,NP/A,282,109,1977"
21550,R.Brissot+,"J,NP/A,255,461,1975"
21552,H.Gaeggeler+,"J,JIN,38,205,1976"
21553,H.Gaeggeler+,"J,JIN,39,1105,1977"
21554,M.Rajagopalan+,"J,JIN,38,351,1976"
21555,H.Nakahara+,"J,JIN,38,203,1976"
21556,C.Ristori+,"J,ZP/A,277,71,1976"
21557,H.-G.Clerc+,"J,ZP/A,274,203,1975"
21558,A.-H.Hawa+,"R,KFK-1888,1974"
21559,H.Klonk+,"J,RCA,23,161,1976"
21560,P.H.M.Van assche+,"R,RCN-203,95,1973"
21561,J.Blachot+,"J,JRC,7,309,1971"
21562,G.Siegert+,"J,PRL,34,1034,1975"
21563,M.Lucas+,"C,77PARIS,1,407,1977"
21564,B.Ramstein+,"J,JPR,37,651,1976"
21565,A.Lottin+,"J,JPR,34,123,1973"
21566,M.Fourmond,"R,FRNC-TH-856,1978"
21567,C.Feu alvim,"T,FEUALVIM,1975"
21568,J.Frehaut+,"J,NSE,74,29,1980"
21569,A.Sicre+,"C,79JUELICH,1,187,1979"
21570,T.J.Haste+,"R,AERE-R-8961,1978"
21571,J.I.Kim+,"J,NIM,165,565,1979"
21572,M.Asghar+,"J,ANE,6,561,1979"
21573,A.Bol+,"W,LELEUX,1980"
21574,J.F.Gilot+,"W,LELEUX,1980"
21575,E.M.R.Cornelis+,"C,79KNOX,,159,1979"
21576,H.Abou yehia+,"W,TROCHON,1980"
21577,R.Ruiz,"T,RUIZ,1978"
21578,P.E.Francois+,"J,JIN,41,1212,1979"
21579,D.C.Aumann+,"J,JIN,40,1611,1978"
21580,W.Von witsch+,"J,NP/A,329,141,1979"
21581,P.Peuser+,"J,ZP/A,289,219,1979"
21582,K.Nishimura+,"J,NST,16,546,1979"
21583,O.Horibe+,"J,ANE,7,73,1980"
21584,M.Kurosawa+,"J,AEJ,21,505,1979"
21585,E.Takekoshi+,"J,JPJ,42,1773,1977"
21588,T.Akiyoshi+,"J,NST,11,523,1974"
21589,K.Kobayashi+,"R,EUR-6813,1004,1980"
21590,J.Blachot+,"J,JIN,36,495,1974"
21591,C.Feu alvim da silva+,"R,CEA-N-1784,2,1974"
21592,J.Blachot+,"J,JRC,26,107,1975"
21593,H.Wohlfarth+,"J,PL/B,63,275,1976"
21594,G.Siegert+,"J,PL/B,53,45,1974"
21595,M.Rajagopalan+,"J,NSE,58,414,1975"
21596,E.Damsgaard+,"J,RCA,23,170,1977"
21597,H.-G.Clerc+,"J,NP/A,247,74,1975"
21598,Y.Nakajima,"J,ANE,7,25,1980"
21599,H.Vonach+,"R,INDC(USA)-84,(1),343,1980"
21600,P.Grabmayr+,"C,78HARWELL,,204,1978"
21601,M.W.Mcnaughton+,"J,NP/A,239,29,1975"
21602,E.Bovet+,"J,NP/A,304,29,1978"
21603,Y.Onel+,"J,NP/A,304,51,1978"
21604,H.Gaggeler+,"J,PR/C,17,172,1978"
21605,G.Siegert+,"J,PR/C,14,1864,1976"
21606,J.C.Alder+,"J,HPA,51,90,1978"
21607,N.Bueget,"J,NIM,146,535,1977"
21608,P.Holmberg+,"J,JRC,42,477,1978"
21609,H.Weigel+,"J,RCA,22,11,1975"
21610,M.J.Cooper+,"J,ZK,149,337,1979"
21611,E.W.Lees+,"J,JP/G,5,1307,1979"
21612,L.Hannappel+,"J,NIM,167,289,1979"
21613,T.Sekine+,"J,JIN,43,1427,1981"
21614,E.Mezzetti+,"J,NCL,22,91,1978"
21615,M.Kase+,"J,NIM,154,335,1978"
21616,R.B.Galloway+,"J,PR/C,19,268,1979"
21617,Amena Begum+,"J,PR/C,20,1711,1979"
21618,S.Doekmen,"R,CNAEM-172,1977"
21619,J.Voignier+,"R,CEA-R-5089,1981"
21620,M.Cance+,"R,CEA-N-2194,1981"
21621,M.Cance+,"R,CEA-N-2194,1981"
21622,H.Kaiser+,"J,ZP/A,291,231,1979"
21623,P.Chatelain+,"J,NP/A,319,71,1979"
21624,K.Debertin,"R,INDC(NDS)-87,211,1978"
21625,T.B.Ryves,"J,NSE,72,357,1979"
21626,K.-L.-kratz,"R,INDC(NDS)-87,269,1978"
21627,T.B.Ryves+,"J,JP/G,6,771,1980"
21628,Y.Yamanouti+,"J,NP/A,283,23,1977"
21629,Y.Yamanouti+,"R,NEANDC(J)-51/U,13,1977"
21630,M.Baba+,"J,BAP,24,862(AB3),1979"
21631,Y.Nakajima+,"C,78HARWELL,,438,1978"
21632,W.Von witsch+,"J,PL/B,91,342,1980"
21633,W.H.Taylor+,"R,NEANDC(E)-212,(8),79,1980"
21634,E.W.Lees+,"R,AERE-R-9390,1979"
21635,P.D'hondt+,"J,ANE,7,367,1980"
21638,S.Tanaka+,"R,NEANDC(J)-51,11,1977"
21639,F.H.Froehner+,"R,KFK-2899,1979"
21640,Y.Sugiyama+,"J,NP/A,264,179,1976"
21641,S.J.Balestrini+,"J,PR/C,20,2244,1979"
21642,R.Batchelor,"R,AERE-N/R-370,1949"
21643,S.Synetos+,"R,INDC(NDS)-107,183,1979"
21644,G.Benedetti+,"J,NSE,80,379,1982"
21645,F.Oezek+,"J,RRL,41,87,1979"
21646,M.T.Swinhoe+,"R,NEANDC(E)-212,(8),52,1980"
21647,H.Beer+,"J,PR/C,21,534,1980"
21648,R.Woelfle+,"J,RCA,27,65,1980"
21649,S.M.Qaim+,"R,BNL-NCS-51245,539,1980"
21650,R.Vaenskae+,"J,ARI,30,513,1979"
21651,H.Thierens+,"J,NP/A,342,229,1980"
21652,C.Guet+,"J,NP/A,314,1,1979"
21653,L.Koester+,"J,ZP/A,296,43,1980"
21654,H.Glaettli+,"J,JPR,40,629,1979"
21655,T.Sekine+,"J,JIN,40,1973,1978"
21656,J.Blons+,"W,WEIGMANN,1980"
21657,K.Kanda+,"W,KANDA,1980"
21658,A.Paulsen+,"J,NSE,78,377,1981"
21659,B.Erlandsson+,"J,PS,19,251,1979"
21660,L.Koester+,"J,ZP/A,292,95,1979"
21661,A.A.Naqvi,"R,KFK-2919,1980"
21662,H.Braun+,"R,NEANDC(E)-202,(5),74,1979"
21663,K.Tesch,"J,NP,37,412,1962"
21664,A.Begum+,"J,NP/A,332,349,1979"
21665,F.Corvi+,"C,82ANTWER,,131,1982"
21666,K.Wisshak+,"J,NSE,77,58,1981"
21667,Y.Hino+,"C,79KNOX,,45,1979"
21668,M.Bormann+,"J,ZN/A,15,200,1960"
21669,J.Frehaut,"R,NEANDC(E)-194,66,1978"
21670,P.A.R.Evans+,"R,ANL-76-90,149,1976"
21671,G.Mack+,"J,ZP,207,359,1967"
21672,M.Brendle+,"J,ZP/A,285,293,1978"
21673,R.A.Jarjis,"J,JP/G,4,445,1978"
21674,I.Sick+,"J,HPA,41,573,1968"
21675,E.Gadioli+,"J,PL,6,229,1963"
21676,M.C.Moxon+,"R,AERE-PR/NP-20,29,1974"
21677,G.Clayeux+,"R,CEA-R-3807,1969"
21678,A.Bertin+,"R,CEA-R-3808,1969"
21679,A.Bertin+,"R,CEA-R-4047,1970"
21680,A.Ashmore+,"J,PPS/A,70,745,1957"
21681,Y.Hino+,"C,79KNOX,,408,1979"
21682,C.Coceva+,"C,79KNOX,,319,1979"
21683,F.Hensley,"R,KFK-2918,1980"
21684,P.Staveloz+,"R,NEANDC(E)-209L,53,1979"
21685,J.Frehaut,"W,FREHAUT,1980"
21686,H.-H.Meixler+,"J,CJC,61,665,1983"
21687,M.Weis+,"J,JIN,43,437,1981"
21688,F.Bayvas,"R,INDC(TUR)-4/L,1980"
21689,W.Lang+,"J,NP/A,345,34,1980"
21690,K.Wisshak+,"J,NSE,81,396,1982"
21691,L.Koester+,"R,NEANDC(E)-212U,(5),64,1980"
21692,L.Koester+,"J,ZP/A,297,85,1980"
21693,K.Kobayashi+,"R,NEANDC(J)-67,42,1980"
21694,S.Higuchi+,"J,NP/A,384,51,1982"
21696,I.Johnstone,"R,AERE-NP/R-1912,1956"
21697,R.Van der linden+,"J,JRC,23,113,1974"
21698,R.R.Spencer+,"C,75WASH,2,620,1975"
21699,D.E.Cumpstey+,"C,79JUELICH,2,223,1979"
21700,L.Toppare+,"J,CJC,61,649,1983"
21701,H.O.Denschlag+,"C,79JUELICH,2,153,1979"
21702,U.Abbondanno+,"J,NP/A,345,174,1980"
21703,S.Hegewisch+,"J,ZP/A,300,165,1981"
21704,C.Wagemans+,"J,ANE,7,495,1980"
21705,P.D'hondt+,"J,NP/A,346,461,1980"
21706,H.U.Zwicky+,"J,RCA,27,121,1980"
21707,J.Laurec+,"J,NDS,111,2965,2010"
21708,J.Laurec+,"J,NDS,111,2965,2010"
21709,J.Laurec+,"R,CEA-R-5109,1981"
21710,C.Coceva+,"C,79KNOX,,319,1979"
21711,D.T.Jost+,"J,JIN,43,2629,1981"
21712,H.N.Erten+,"J,NSE,79,167,1981"
21713,A.Emsallem+,"J,ZP/A,315,201,1984"
21714,A.Emsallem+,"C,81GRENOB,,460,1981"
21715,D.Bovet+,"J,JP/G,4,1313,1978"
21716,J.P.Francois+,"J,JIN,35,389,1972"
21717,F.De corte+,"J,JRC,3,205,1969"
21718,P.De regge+,"J,RCA,19,102,1972"
21719,J.P.Francois+,"J,JIN,35,381,1973"
21720,P.De regge+,"J,RCA,19,100,1973"
21721,M.Deschuyter+,"J,RCA,7,198,1967"
21722,I.Fujita+,"J,NST,9,301,1972"
21723,H.N.Erten+,"J,NSE,79,167,1981"
21724,C.Wagemans+,"J,NP/A,362,1,1981"
21725,J.Voignier,"R,CEA-R-3503,1968"
21726,H.Weigmann+,"J,NP/A,368,117,1981"
21727,K.Shin+,"J,NST,17,531,1980"
21728,J.D.Kellie+,"J,JP/G,4,1133,1978"
21729,S.J.Hall+,"J,NP/A,299,99,1978"
21730,A.J.Deruytter+,"J,JNE,21,833,1967"
21731,O.Birgul+,"J,RCA,11,108,1969"
21732,M.G.Sowerby,"J,JNE/AB,20,135,1966"
21733,K.Fujikawa+,"J,NP/A,115,1,1968"
21734,J.P.Bocquet+,"J,NP/A,189,556,1972"
21735,I.Szabo+,"R,INDC(EUR)-6,32,1973"
21736,J.Blachot,"R,NEANDC(E)-162U,(4),42,1974"
21737,H.Beer+,"J,AJ/S,46,295,1981"
21738,G.Stengl+,"J,NP/A,290,109,1977"
21739,C.H.Collie+,"J,PPS/A,69,464,1956"
21740,MIGNECO+,"R,EANDC(E)-115,1969"
21741,A.Paulsen+,"C,66PARIS,,217,1966"
21742,M.T.Swinhoe+,"R,AERE-R-9929,1980"
21743,G.Mariolopoulos+,"J,NP/A,361,213,1981"
21744,C.M.C.Wagemans+,"C,79JUELICH,2,143,1979"
