Entry,author1
41602,Yu.A.Troyan+
41603,A.Abdivaliev+
41604,P.T.Prokofev+
41605,A.G.Popeko+
41606,D.Rabenstein+
41607,B.D.Kuz'minov+
41608,A.S.Vorobyev+
41609,S.B.Borzakov+
41610,G.S.Ahmadov+
41611,A.S.Vorobyev+
41612,V.V.Kuzminov+
41613,A.I.Svirikhin+
41614,A.A.Filatenkov
41615,V.M.Bystritsky+
41616,A.S.Vorobyev+
41617,P.M.Aron+
41618,A.S.Vorobyev+
41619,V.E.Zhitarev+
41620,S.B.Stepanov+
41621,S.B.Stepanov+
41622,K.N.Zaitsev+
41623,V.E.Zhitarev+
41624,Yu.V.Lisichkin+
41625,A.G.Novikov+
41626,Yu.A.Prokhorov
41627,K.G.Ignatev+
41628,I.M.Kuks+
41629,F.Becvar+
41630,V.P.Alfimenkov+
41631,E.I.Korneev+
41632,N.D.Galanina+
41633,V.S.Gvozdev+
41634,P.Spivak+
41635,Yu.Ya.Stavisskii+
41636,A.A.Druzhinin+
41637,V.A.Anufriev+
41638,V.A.Anufriev+
41639,A.N.Murin+
41640,Yu.P.Gangrskiy+
41641,P.Winiwarter+
41642,G.V.Val'skiy+
41643,V.N.Sakharov+
41644,L.V.Groshev+
41645,A.Antonov+
41646,D.D.Bogdanov+
41647,I.Wilhelm+
41648,Yu.A.Prokhorov
41649,N.P.Balabanov+
41650,V.M.Piksaikin+
41651,D.E.Gremyachkin+
41652,V.I.Yurevich+
41653,T.Khromyleva+
41654,G.E.Belovitskii+
41655,Kh.D.Androsenko+
41656,B.I.Fursov+
41657,V.M.Morozov+
41658,A.S.Vorobyev+
41659,Yu.A.Aleksandrov+
41660,D.N.Grozdanov+
41661,A.S.Vorobyev+
41662,V.S.Gvozdev+
41663,Yu.P.Popov+
41664,N.P.Balabanov+
41665,H.V.Muradyan
41666,I.A.Kondurov+
41667,P.A.Krupchinsky
41668,B.G.Erozolimsky+
41669,L.V.Groshev+
41670,S.M.Kalebin+
41671,F.Becvar+
41672,G.E.Velyukhov+
41673,V.F.Apalin+
41674,V.F.Apalin+
41675,V.G.Nesterov+
41676,S.S.Vasil'ev+
41677,Iu.A.Aleksandrov+
41678,B.M.Golovin+
41679,B.A.Benetskii+
41680,V.M.Adamov+
41681,A.A.Goverdovsky+
41682,A.A.Goverdovskii+
41683,M.R.Ahmed+
41684,N.A.Fedorov+
41685,N.A.Fedorov+
41686,A.S.Vorobyev+
41687,A.A.Goverdovsky+
41688,A.A.Goverdovsky+
41689,V.M.Piksaykin+
41690,V.T.Grachev+
41691,D.V.Aleksandrov+
41692,V.M.Adamov+
41693,A.D.Belyaev+
41694,Yu.S.Zamyatnin+
41695,Yu.M.Artem'ev+
41696,I.A.Baranov+
41697,O.I.Ivanov
41698,A.G.Donichkin+
41699,L.A.Popeko+
41700,N.A.Perfilov+
41701,V.N.Dmitriev+
41702,A.N.Protopopov+
41703,N.A.Perfilov+
41704,Y.M.Gledenov+
41705,V.N.Andreev+
41706,L.M.Krizhansky+
41707,L.M.Krizhansky+
41708,T.A.Mostovaya
41709,L.V.Drapchinskii+
41710,Z.I.Solov'eva
41711,B.P.Maksyutenko+
41712,I.D.Alkhazov+
41713,P.P.Dyachenko+
41714,V.Polhorsky+
41715,N.A.Gundorin+
41716,N.A.Gundorin+
41717,M.A.Bak+
41718,L.Z.Malkin+
41719,L.Z.Malkin+
41720,B.G.Basova+
41721,D.N.Grozdanov+
41722,Hue Minh Bui+
41723,A.A.Bogdzel'+
41724,M.Andrassy+
41725,I.T.Krisyuk+
41726,I.T.Krisyuk+
41727,A.N.Gudkov+
41728,A.N.Gudkov+
41729,A.N.Gudkov+
41730,A.N.Gudkov+
41731,A.N.Gudkov+
41732,A.A.Borovoy+
41733,Z.Dlouhy+
41734,K.A.Petrzhak+
41735,E.K.Bonyushkin+
41736,V.A.Vlasov+
41737,A.S.Vorobyev+
41738,Sh.Zeynalov+
41739,Sh.Zeynalov+
41740,Bui Minh Hue+
41741,A.V.Isaev+
41742,A.S.Egorov+
41743,A.G.Golovanov+
41744,E.Sansarbayar+
41745,S.B.Dabylova+
41746,A.V.Isaev+
41747,P.S.Prusachenko+
41748,D.E.Gremyachkin+
41749,D.E.Gremyachkin+
41750,N.A.Fedorov+
41751,A.V.Isaev+
41752,I.D.Dashkov+
41753,V.M.Morozov+
41754,V.M.Morozov+
41755,M.Schulc+
41756,A.S.Vorobyev+
41757,A.S.Vorobyev+
41758,A.V.Isaev+
41759,S.Arynov+
41760,S.Arynov+
41761,S.Arynov+
41762,L.N.Smirin+
41763,L.N.Smirin+
41764,E.A.Rudak+
41765,E.A.Rudak+
41766,E.A.Rudak+
41767,E.A.Rudak+
41768,V.A.Bondarenko+
41769,V.A.Anufriev+
41770,S.V.Girshfeld
41771,N.A.Burgov
41772,P.S.Prusachenko+
41773,A.S.Vorobyev+
41774,A.I.Svirikhin+
41775,R.S.Mukhin+
41776,A.S.Vorobyev+
41777,D.E.Gremyachkin+
41778,R.S.Mukhin+
A0001,E.A.Skakun+
A0002,P.P.Dmitriev+
A0003,Ju.A.Aleksandrov+
A0004,P.P.Dmitriev+
A0005,V.A.Druin+
A0006,P.P.Dmitriev+
A0007,V.I.Serov+
A0008,P.P.Dmitriev+
A0009,P.P.Dmitriev+
A0010,V.A.Druin+
A0011,P.P.Dmitriev+
A0012,P.P.Dmitriev+
A0013,L.Kh.Batist+
A0014,K.Malushinska+
A0015,A.G.Artukh+
A0016,G.N.Flerov+
A0017,P.P.Dmitriev+
A0018,I.G.Golikov+
A0019,A.I.Vojtov+
A0020,V.I.Bogatin+
A0021,P.P.Dmitriev+
A0022,P.P.Dmitriev+
A0023,A.G.Artukh+
A0024,V.N.Kononov+
A0025,E.N.Vol'nin+
A0026,C.Damdinsuren+
A0027,A.M.Govorov+
A0028,Ju.Ts.Oganesyan+
A0029,B.A.Bochagov+
A0030,V.V.Avdejchikov+
A0031,Kh.Bruchertzeifer+
A0032,R.Kalpakchieva+
A0033,G.I.Lykasov
A0034,G.I.Lykasov
A0035,D.Chmielewska+
A0036,O.V.Bochkarev+
A0037,P.P.Zarubin+
A0038,V.V.Tokarevskii+
A0039,V.V.Tokarevskii+
A0040,Ju.A.Berezhnoj+
A0041,B.N.Belyaev+
A0042,A.P.Kabachenko+
A0043,B.N.Belyaev+
A0044,P.P.Dmitriev+
A0045,I.I.Zalyubovsky+
A0046,A.G.Artukh+
A0047,V.S.Bychenkov+
A0048,G.A.Krivonosov+
A0049,P.P.Dmitriev+
A0050,A.I.Vdovin+
A0051,V.A.Druin+
A0052,JU.C.Oganesjan+
A0053,P.P.Dmitriev+
A0054,G.M.Ter-akopjan+
A0055,O.A.Orlova+
A0057,L.V.Bakanov+
A0058,N.S.Biryukov+
A0059,I.D.Fedorets+
A0060,I.D.Fedorets+
A0061,O.A.Orlova+
A0062,M.Adilbish+
A0063,G.V.Buklanov+
A0064,V.D.Avchjukhov+
A0065,Ju.D.Prokoshkin+
A0066,A.E.Antropov+
A0067,V.D.Avchukhov+
A0068,N.S.Biryukov+
A0069,N.I.Zaika+
A0070,P.P.Dmitriev+
A0071,Ju.P.Gangrskii+
A0072,A.E.Antropov+
A0073,E.A.Skakun+
A0074,E.A.Skakun+
A0075,L.Ja.Arifov+
A0076,Ju.V.Khrisanfov+
A0077,G.V.Kotelnikova+
A0078,P.P.Dmitriev+
A0079,V.D.Avchukhov+
A0080,V.D.Avchukhov+
A0081,B.JA.Guzhovskij+
A0082,S.N.Abramovich+
A0083,P.P.Dmitriev+
A0084,J.Benlliure+
A0085,A.V.Muminov+
A0088,M.Ch.Anikina+
A0089,K.Spyrou+
A0090,W.M.S.Santos+
A0091,M.Adilbish+
A0092,R.N.Sagaidak+
A0093,K.Spyrou+
A0094,P.P.Dmitriev+
A0095,W.Schwab+
A0096,S.P.Avdeev+
A0097,E.A.Kuz'min+
A0098,N.A.Vlasov+
A0099,T.Enqvist+
A0100,R.Michel+
A0101,N.S.Biryukov+
A0102,J.Benlliure+
A0103,E.A.Skakun+
A0104,L.Ja.Arifov+
A0105,E.A.Skakun+
A0106,M.De jong+
A0107,B.A.Nemashkalo+
A0108,C.Donzaud+
A0109,O.V.Bochkarev+
A0110,M.Junker+
A0111,R.Guin+
A0112,B.A.Nemashkalo+
A0113,A.R.Junghans+
A0114,M.S.Golovkov+
A0115,G.J.Beyer+
A0116,B.Ja.Guzhovskij+
A0117,S.N.Abramovich+
A0118,H.Freiesleben+
A0119,R.C.Rudy
A0120,G.Breuer
A0121,K.A.Baskova+
A0122,P.P.Dmitriev+
A0123,B.A.Nemashkalo+
A0124,S.Morita+
A0125,B.John+
A0126,S.Harissopulos+
A0128,G.J.Beyer+
A0129,S.N.Abramovich+
A0130,B.A.Nemashkalo+
A0131,V.V.Kuzminov+
A0132,V.D.Dmitriev+
A0133,C.J.Orth+
A0134,E.A.Skakun+
A0135,E.A.Skakun+
A0136,V.I.Bogatin+
A0137,B.R.Erdal+
A0138,C.Wasilevsky+
A0139,C.Wasilevsky+
A0140,R.D.Neirinckx
A0141,T.Lund+
A0142,A.Redder+
A0143,E.B.Norman+
A0144,J.D.Seagrave
A0145,R.Michel+
A0146,R.Michel+
A0147,R.Michel+
A0148,R.Michel+
A0149,A.Isoya+
A0150,S.Devons+
A0151,R.Michel+
A0152,J.E.Perry jr+
A0153,R.Michel+
A0154,He Youfeng+
A0155,J.L.Osborne+
A0156,T.Kikuchi+
A0157,B.W.Filippone+
A0158,R.Michel+
A0159,R.Michel+
A0160,R.Weinreich+
A0161,A.M.J.Paans+
A0162,N.Iwasa+
A0163,B.A.Nemashkalo+
A0164,A.M.Trufanov+
A0165,S.N.Abramovich+
A0166,S.N.Abramovich+
A0167,S.N.Abramovich+
A0168,P.P.Dmitriev+
A0169,R.Weinreich+
A0170,E.B.Norman+
A0171,D.J.Frantsvog+
A0172,T.E.Ward+
A0173,D.Lee+
A0174,F.E.Cecil+
A0175,H.Backhausen+
A0176,G.Comparetto+
A0177,M.Merkel+
A0178,A.Grutter
A0179,N.C.Schoen+
A0180,M.C.Lagunas-solar+
A0181,S.M.Sahakundu+
A0182,M.C.Lagunas-solar+
A0183,C.N.M.Bakker+
A0184,T.Nozaki+
A0185,S.M.Qaim+
A0186,T.J.Ruth+
A0187,D.De jong+
A0188,V.A.Vukolov+
A0189,P.Cuzzocrea+
A0190,D.Basile+
A0191,C.Rolfs+
A0192,V.I.Grantsev+
A0193,S.K.Zeisler+
A0194,P.P.Dmitriev+
A0195,P.P.Dmitriev
A0196,Xiufeng Peng+
A0197,M.de la vega vedoya+
A0198,M.E.Sevior+
A0199,P.P.Dmitriev+
A0200,K.A.Baskova+
A0201,M.E.Lalli+
A0202,S.J.Nassiff+
A0203,V.G.Batij+
A0204,D.P.Chowdhury+
A0205,O.I.Vasil'eva+
A0206,K.A.Baskova+
A0207,V.G.Batii+
A0208,J.P.Didelez+
A0209,R.Michel+
A0210,R.Michel+
A0211,G.Vakilova+
A0212,S.Mukhammedov+
A0213,T.Asano+
A0214,A.R.Smith+
A0215,A.Hohn+
A0216,R.Bonetti+
A0217,V.G.Batij+
A0218,V.G.Batij+
A0219,N.Jarmie+
A0220,G.N.Lovchikova+
A0221,G.N.Lovchikova+
A0222,C.Necheva+
A0223,G.V.Kotel'nikova+
A0224,G.N.Lovchikova+
A0225,V.S.Buttsev+
A0226,P.P.Dmitriev+
A0227,E.Ya.Dobreva+
A0228,M.Aliotta+
A0229,Y.Y.Chu+
A0230,Y.Y.Chu+
A0231,D.D.Bogdanov+
A0232,Z.B.Alfassi+
A0233,A.N.Andreyev+
A0234,J.H.Zaidi+
A0235,T.J.Ruth+
A0236,B.V.Zatolokin+
A0237,B.Ja.Guzhovskij+
A0238,I.A.Watson+
A0239,C.P.Madhusudhan+
A0240,D.M.Lee+
A0241,A.N.Andreyev+
A0242,V.P.Bamblevski
A0243,S.L.Waters+
A0244,S.N.Abramovich+
A0245,L.Gialanella+
A0246,W.J.Ramler+
A0247,S.N.Abramovich+
A0248,Th.Bastian+
A0249,R.M.Lambrecht+
A0250,V.G.Batij+
A0251,M.Hass+
A0252,J.S.Graulich+
A0253,A.M.J.Paans+
A0254,R.Weinreich+
A0255,A.G.M.Janssen+
A0256,N.N.Krasnov+
A0257,N.N.Krasnov+
A0258,R.Coszach+
A0259,N.N.Krasnov+
A0260,N.N.Krasnov+
A0261,G.N.Lovchikova+
A0262,Hu Bitao+
A0263,J.-S.Graulich+
A0264,E.A.Skakun+
A0265,S.R.Wilkins+
A0266,E.Acerbi+
A0267,G.-J.Meyer+
A0268,I.N.Vishnevsky+
A0269,I.O.Konstantinov+
A0270,S.N.Abramovich+
A0271,B.V.Zhuravlev+
A0272,K.A.Baskova+
A0273,S.N.Abramovich+
A0274,E.A.Skakun+
A0275,A.E.Antropov+
A0276,N.S.Birjukov+
A0277,A.E.Antropov+
A0278,E.A.Skakun+
A0279,C.J.Leurs+
A0280,V.G.Batij+
A0281,E.A.Skakun+
A0282,F.Hermes+
A0283,J.Bisplinghoff+
A0284,Y.Homma+
A0285,H.Klewe-nebenius+
A0286,G.T.Bida+
A0287,M.Isshiki+
A0288,O.Hashimoto+
A0289,A.A.Naqvi+
A0290,M.M.Nagadi+
A0291,K.A.Baskova+
A0292,E.A.Skakun+
A0293,E.A.Skakun+
A0294,I.O.Konstantinov+
A0295,H.Klewe-nebenius+
A0296,M.M.Musthafa+
A0297,Sunita Gupta+
A0298,B.P.Singh+
A0299,H.Lundqvist+
A0300,Xu Yanbing+
A0301,N.S.Biryukov+
A0302,N.S.Biryukov+
A0303,A.Ramaswami+
A0304,V.G.Batij+
A0305,S.N.Kondrat'ev+
A0306,L.Zemlo+
A0307,L.W.Mitchell+
A0308,M.R.Anderson+
A0309,R.O.Weber+
A0310,L.W.Mitchell+
A0311,C.I.W.Tingwell+
A0312,M.I.Al-jarallah+
A0313,M.Sajjad+
A0314,C.Wasilevsky+
A0315,M.I.Al-jarallah+
A0316,M.Sajjad+
A0317,L.Van der zwan+
A0318,S.M.Qaim+
A0319,P.Misaelides+
A0320,M.C.Lagunas-solar+
A0321,F.E.Little+
A0322,S.Baba+
A0323,M.Rousseau+
A0324,L.Gialanella+
A0325,E.A.Skakun+
A0326,M.Guillaume+
A0327,G.W.Newton+
A0328,O.A.Capurro+
A0329,A.Archenti+
A0330,B.Anders+
A0331,S.Mukhammedov+
A0332,S.Kailas+
A0333,P.Kopecky
A0334,K.Murphy+
A0335,M.Marten+
A0336,N.V.Eremin+
A0337,N.N.Abuissa+
A0338,E.A.Skakun+
A0339,I.F.Barchuk+
A0340,V.N.Aleksandrov+
A0341,L.Gialanella+
A0342,H.Costantini+
A0343,F.E.Cecil+
A0344,R.Michel+
A0345,J.P.Husson+
A0346,S.M.Qaim+
A0347,H.H.Bissem+
A0348,A.Celler+
A0349,Ju.V.Aleksandrov+
A0350,E.Bozek+
A0351,V.N.Aleksandrov+
A0352,K.J.Moody+
A0353,S.S.Rattan+
A0354,Y.K.Kim+
A0355,K.Sueki+
A0356,G.L.Morgan+
A0357,N.Shinohara+
A0358,M.Schadel+
A0359,N.G.Nicolis+
A0360,H.Sharma+
A0361,D.G.D'enterria+
A0362,M.C.Lagunas-solar+
A0363,M.C.Lagunas-solar+
A0364,B.P.Adyasevich+
A0365,B.P.Adyasevich+
A0366,R.Kossakowski+
A0367,N.S.Birjukov+
A0368,N.S.Birjukov+
A0369,A.Stolz+
A0370,M.Hoeft+
A0371,F.E.Cecil+
A0372,V.I.Gavrilyuk+
A0374,N.N.Abu issa+
A0375,F.Terrasi+
A0376,O.K.Gorpinich+
A0377,I.N.Vishnevsky+
A0378,V.I.Gavriljuk+
A0379,R.Bonetti+
A0380,Yu.V.Aleksandrov+
A0381,H.Ikezoe+
A0382,N.Ramamoorthy+
A0383,J.Szerypo+
A0384,J.Jastrzebski+
A0385,V.G.Batii+
A0387,H.R.Weller+
A0388,L.P.Korda+
A0389,M.de la vega vedoya+
A0390,C.Wasilevsky+
A0391,M.E.Vazquez+
A0392,M.E.Sevior+
A0393,S.M.Qaim+
A0394,F.Tarkanyi+
A0395,F.Tarkanyi+
A0396,W.Rapp+
A0397,J.P.Ribeiro+
A0398,A.G.Seamster+
A0399,K.Harder+
A0400,A.Calboreanu+
A0401,O.A.Capurro+
A0402,H.Baba+
A0403,M.G.Mustafa+
A0404,M.Noguchi+
A0405,R.Brandt+
A0406,K.Czerski+
A0407,A.Leistenschneider+
A0408,B.Dittrich+
A0409,A.Krauss+
A0410,R.M.Chasteler+
A0411,S.Engstler+
A0412,R.E.Brown+
A0413,H.W.Becker+
A0414,F.Strieder+
A0415,K.Czerski+
A0416,E.Somorjai+
A0417,B.A.Nemashkalo+
A0418,G.N.Kuptsov+
A0419,P.P.Zarubin+
A0420,I.N.Vishnevskiy+
A0421,N.N.Abu issa+
A0422,C.Sunil+
A0423,O.N.Vysotskiy+
A0424,O.N.Vysotskiy+
A0425,V.I.Gavrilyuk+
A0426,Gy.Gyurky+
A0427,P.M.Grant+
A0428,R.Kunz+
A0429,S.Tanaka+
A0430,LUNA Collaboration+
A0431,P.Kozma+
A0432,R.Michel+
A0433,H.I.West jr+
A0434,Y.Asano+
A0435,B.Dittrich+
A0436,N.V.Kurenkov+
A0437,F.Tarkanyi+
A0438,Li-Wenxin+
A0439,Li Wenxin+
A0440,Li-Wenxin+
A0441,S.Mukherjee+
A0442,M.Ismail+
A0443,R.Kunz+
A0444,M.Jaeger+
A0445,M.C.Lagunas-solar+
A0446,A.Sharma+
A0447,A.Karpeles
A0448,Y.Nagame+
A0449,LI WENXIN+
A0450,S.S.Rattan+
A0451,W.Rapp+
A0452,N.P.M.Sathik+
A0453,I.Padron+
A0454,Li Wenxin+
A0455,S.Momota+
A0456,R.K.Y.Singh+
A0457,S.Chojnacki+
A0458,R.B.Begzhanov+
A0459,S.Chakrabarty+
A0460,N.K.Glebov+
A0461,C.Damdinsuren+
A0462,R.G.Stokstad+
A0463,N.A.Demekhina+
A0464,Y.Nagame+
A0465,H.D.Bhardwaj+
A0466,V.I.Gavriljuk+
A0467,A.Mushtaq+
A0468,J.Zweit+
A0469,A.Krauss+
A0470,B.Bindu kumar+
A0471,Ts.Damdinsuren+
A0472,Anil Sharma+
A0473,B.Scholten+
A0474,S.Baba+
A0475,N.A.Demekhina+
A0476,A.N.Andreev+
A0477,P.Kozma+
A0478,B.Dittrich+
A0479,B.Dittrich+
A0480,R.Vandenbosch+
A0481,B.Dittrich+
A0482,P.Kozma+
A0483,O.A.Capurro+
A0484,M.J.Ozafran+
A0485,V.N.Aleksandrov+
A0486,N.A.Demekhina+
A0487,F.Tarkanyi+
A0488,F.Tarkanyi+
A0489,Z.Kovacs+
A0490,D.Dhar+
A0491,R.Wolfle+
A0492,S.Mirzadeh+
A0493,S.R.Neumaier+
A0494,A.Hermanne+
A0495,C.Angulo+
A0496,Guisheng Li+
A0497,G.F.Steyn+
A0498,F.M.Nortier+
A0499,G.F.Steyn+
A0500,F.M.Nortier+
A0501,Yu.V.Aleksandrov+
A0502,Yu.V.Aleksandrov+
A0503,K.Mahata+
A0504,Zhang Li+
A0505,A.A.Naqvi+
A0506,F.M.Nortier+
A0507,S.J.Mills+
A0508,W.Gruhle+
A0509,D.S.Flynn+
A0510,V.N.Levkovski
A0511,L.Sydow+
A0512,Yu.V.Aleksandrov+
A0513,Yu.V.Aleksandrov+
A0514,Yu.V.Aleksandrov+
A0515,Yu.V.Aleksandrov+
A0516,M.Luepke+
A0517,H.-J.Lange+
A0518,R.Bodemann+
A0519,M.Lupke+
A0520,C.Beck+
A0521,M.Mayer+
A0522,L.Kh.Batist+
A0523,M.Ismail
A0524,K.Mahata+
A0525,A.Shrivastava+
A0526,N.I.Venikov+
A0527,Yu.V.Strel'nikov+
A0528,J.Aaltonen+
A0529,H.-J.Lange+
A0530,R.Bodeman+
A0531,S.Mukherjee+
A0532,V.A.Zheltonozhskiy+
A0533,O.N.Vysotskiy+
A0534,Samit Mandal+
A0535,S.N.Abramovich+
A0536,V.G.Baty+
A0537,I.V.Sitnikov+
A0538,O.N.Vysotskiy+
A0539,S.N.Abramovich+
A0540,P.Mohr+
A0541,M.Skill+
A0542,E.A.Bogila+
A0543,A.E.Antropov+
A0544,O.N.Vysotsky+
A0545,O.V.Bespalova+
A0546,V.I.Gavrilyuk+
A0547,Yu.I.Parfenova+
A0548,I.D.Fedorets+
A0549,I.D.Fedorets+
A0550,Yu.Yu.Zhuravlev+
A0551,O.V.Bochkarev+
A0552,O.V.Bochkarev+
A0553,S.N.Kondrat'ev+
A0554,R.M.Anjos+
A0555,A.A.Sonzogni+
A0556,M.J.Ozafran+
A0557,Yu.V.Aleksandrov+
A0558,J.R.Radin+
A0559,Yu.Ts.Oganessian+
A0560,V.S.Butcev+
A0561,V.S.Buttsev+
A0562,V.G.Kiptily+
A0563,A.V.Gonchar+
A0564,C.Signorini+
A0565,A.V.Gonchar+
A0566,A.V.Gonchar+
A0567,N.G.Zaitseva+
A0568,N.G.Zaitseva+
A0569,N.G.Zaitseva+
A0570,C.Deptula+
A0571,E.Rurarz+
A0572,C.Deptula+
A0573,C.Deptula+
A0574,A.V.Gonchar+
A0575,Yu.Yu.Zhuravlev+
A0576,Yu.Yu.Zhuravlev+
A0577,S.N.Abramovich+
A0578,V.E.Alexandryan+
A0579,V.E.Alexandryan+
A0580,Yu.V.Aleksandrov+
A0581,Yu.V.Aleksandrov+
A0582,N.Chakravarty+
A0583,S.N.Kondratyev+
A0584,R.Vlastou+
A0585,M.Mayer+
A0586,A.Ramaswami+
A0587,Xu Yanbing+
A0588,A.Mukherjee+
A0589,A.Mukherjee+
A0590,M.Dasgupta+
A0591,M.Dasgupta+
A0592,Kuen-Bey Chen+
A0593,A.R.Balabekyan+
A0594,H.Bruchertseifer+
A0595,P.Klapish+
A0596,G.K.Gubbi+
A0597,A.M.Trufanov+
A0598,B.L.Zhuikov+
A0599,J.Raisanen+
A0600,Zhao Wenrong+
A0601,M.Ray+
A0602,S.N.Kondratyev+
A0603,J.Yonnet+
A0604,A.Auce+
A0605,M.Afzal ansari+
A0606,S.N.Kondratyev+
A0607,Y.W.Yu+
A0608,Y.W.Wu+
A0609,E.Daum
A0610,V.A.Vukolov+
A0611,G.S.Ajvazyan+
A0612,A.S.Danagulyan+
A0613,H.W.Drotleff+
A0614,N.L.Singh+
A0615,A.A.Kolozhvary+
A0616,V.P.Gusev+
A0617,V.G.Batij+
A0618,O.N.Vysotsky+
A0619,O.N.Vysotskij+
A0620,O.N.Vysotskii+
A0621,R.B.Begjanov+
A0622,A.E.Antropov+
A0623,G.Terwagne
A0624,B.Holmqvist+
A0625,G.Terwagne+
A0626,G.Terwagne+
A0627,P.Prati+
A0628,N.L.Singh+
A0629,B.P.Singh+
A0630,I.A.Rizvi+
A0631,I.A.Rizvi+
A0632,S.Engstler+
A0633,D.Zahnow+
A0634,L.Jarczyk+
A0635,A.F.Tulinov+
A0636,C.Angulo+
A0637,A.Berdoz+
A0638,C.Angulo+
A0639,D.Zahnow+
A0640,F.Strieder+
A0641,P.P.Dmitriev+
A0642,P.P.Dmitriev+
A0643,N.A.Konyakhin+
A0644,O.A.Zhukova+
A0645,GEM Collaboration+
A0646,P.P.Dmitriev+
A0647,O.A.Zhukova+
A0648,J.-C.Krupa
A0649,A.Nurmela+
A0650,G.N.Flerov+
A0651,U.Schroeder+
A0652,G.Roters+
A0653,T.Sauter+
A0654,J.Bork+
A0655,E.A.Skakun+
A0656,D.J.Hinde+
A0657,A.V.Ignatenko+
A0660,A.Korejwo+
A0661,A.Korejwo+
A0663,A.V.Ignatenko+
A0664,N.S.Zelenskaya+
A0665,M.Milin+
A0666,A.Saxena+
A0667,P.P.Zarubin+
A0668,E.A.Skakun+
A0669,A.R.Balabekyan+
A0670,E.A.Skakun+
A0671,V.G.Batij+
A0672,M.Caamano+
A0673,A.Ray+
A0674,K.A.Baskova+
A0675,K.A.Baskova+
A0676,V.G.Batij+
A0677,R.Tripathi+
A0678,V.Jha+
A0679,A.E.Antropov+
A0680,V.I.Gavriluk+
A0681,V.I.Gavriluk+
A0682,B.Bindu kumar+
A0683,C.Signorini+
A0684,T.K.Ghosh+
A0685,A.Pakou+
A0686,A.Pakou+
A0687,Bivash R.Behera+
A0688,E.Sauvan+
A0689,G.K.Gubbi+
A0690,A.Pakou+
A0691,K.Surendra babu+
A0692,M.Ismail+
A0693,P.K.Sahu+
A0694,J.Nurzynski+
A0695,B.G.Kiselev+
A0696,G.A.Krivonosov+
A0697,O.I.Ekhichev+
A0698,Yu.A.Aleksandrov+
A0699,R.Mihu+
A0700,A.E.Antropov+
A0701,M.Aiche+
A0702,M.V.Ricciardi+
A0703,S.Sodaye+
A0704,B.K.Nayak+
A0706,A.M.Samant+
A0707,S.Barua+
A0708,K.Surendra babu+
A0709,F.Tarkanyi+
A0710,B.Scholten+
A0711,A.Hermanne+
A0712,R.J.Woolliscroft+
A0713,R.J.Woolliscroft+
A0714,M.Milin+
A0715,H.Y.Zhang+
A0717,Zhang Li+
A0719,M.Dasgupta+
A0720,M.Milin+
A0721,Yu.E.Titarenko+
A0722,LAND-FRS Collaboration+
A0724,N.I.Ashwood+
A0726,V.M.Bystritsky+
A0727,B.S.Tomar+
A0728,L.Corradi+
A0729,A.Goswami+
A0730,A.Shrivastava+
A0732,B.S.Tomar+
A0733,G.V.Rogachev+
A0734,B.J.Roy+
A0735,Z.Liu+
A0736,V.I.Yurevich+
A0738,A.V.Yeremin+
A0739,V.S.Ramamurthy+
A0742,Unnati+
A0744,A.M.Stefanini+
A0745,Suparna Sodaye+
A0748,J.Janczyszyn+
A0749,J.Breitschopf+
A0750,Yu.A.Glukhov+
A0751,Manoj Kumar Sharma+
A0800,S.V.Ermolaev+
A0802,Z.H.Liu+
A0803,A.M.Stefanini+
A0804,A.G.Artukh+
A0805,A.V.Ignatenko+
A0806,V.P.Rudakov+
A0807,A.S.Demyanova+
A0808,B.V.Zhuravlev+
A0809,B.V.Zhuravlev+
A0810,D.Ridikas+
A0811,D.Ridikas+
A0815,V.I.Belyakov-bodin+
A0816,V.Roberfroid+
A0817,A.M.Stefanini+
A0818,A.V.Ignatenko+
A0819,N.Burtebaev+
A0820,A.R.Balabekyan+
A0821,A.Glukhov+
A0822,S.A.Karamian+
A0823,I.G.Alekseev+
A0824,A.S.Demyanova+
A0825,A.S.Demyanova+
A0826,Yu.A.Glukhov+
A0827,A.S.Demyanova+
A0828,N.Burtebaev+
A0829,N.Burtebaev+
A0830,A.S.Demyanova+
A0831,A.S.Demyanova+
A0832,B.V.Zhuravlev+
A0833,M.V.Zhukov+
A0834,A.A.Lychagin+
A0835,B.V.Zhuravlev+
A0836,B.V.Zhuravlev
A0837,B.V.Zhuravlev+
A0838,B.V.Zhuravlev+
A0839,B.Hu+
A0840,Yu.Yu.Zhuravlev+
A0841,V.M.Vinogradov+
A0842,A.S.Demyanova+
A0843,A.S.Demyanova+
A0844,Yu.A.Glukhov+
A0845,Yu.A.Glukhov+
A0846,V.M.Bystritsky+
A0847,I.L.Azhgirey+
A0848,S.I.Sidorchuk+
A0849,G.M.Ter-akopian+
A0850,S.M.Lukyanov+
A0851,V.Yu.Ugryumov+
A0852,G.S.Karapetyan+
A0853,A.R.Balabekyan+
A0854,O.I.Batenkov+
A0856,Yu.Ts.Oganessian+
A0857,E.V.Prokhorova+
A0858,A.S.Fomichev+
A0859,H.Iwamoto+
A0860,B.M.Abramov+
A0861,L.I.Galanina+
A0862,M.Zamani+
A0863,L.A.Vaishnene+
A0864,N.A.Demekhina+
A0865,S.Heinz+
A0866,I.L.Azhgirey+
A0867,N.Burtebyaev+
A0868,I.R.Barabanov+
