Entry,author1
13619,K.H.Mcnaughton+
13620,W.S.Wilburn+
13621,C.A.Davis+
13622,J.W.Meadows+
13623,L.C.Northcliffe+
13624,G.M.Ter-akopian+
13625,J.C.Blackmon+
13626,M.Yeh+
13627,C.D.Keith+
13628,S.Raman+
13629,C.M.Frankle+
13630,A.B.Smith+
13631,R.A.Gatenby+
13632,J.A.Harvey+
13633,K.Wang+
13634,R.W.Bauer+
13635,J.P.Delaroche+
13636,A.L.Williams+
13637,A.B.Smith+
13638,A.B.Smith
13639,R.F.Casten+
13640,P.R.Huffman+
13641,J.K.Dickens+
13642,W.E.Parker+
13643,A.Pavlik+
13644,H.Vonach+
13645,A.Pavlik+
13646,Y.Danon+
13647,K.H.Guber+
13648,G.M.Ter-akopian+
13649,G.P.Choppin+
13650,E.L.Fireman
13651,D.A.Kellogg
13652,P.J.Bendt+
13653,A.Smith+
13654,A.M.Friedman+
13655,A.B.Smith+
13656,W.V.Prestwich+
13657,E.B.Shera+
13658,E.B.Shera+
13659,R.K.Smither
13660,R.K.Smither
13661,W.V.Prestwich+
13662,H.E.Jackson
13663,A.I.Namenson+
13664,M.A.Lone+
13665,J.D.Fox+
13666,O.W.B.Schult+
13667,O.A.Wasson+
13668,H.H.Saleh+
13669,M.A.J.Mariscotti+
13670,W.Gelletly+
13671,J.A.Moragues+
13672,D.Loaiza+
13673,J.P.Soderstrum+
13674,B.B.Kinsey+
13675,G.A.Bartholome+
13676,B.B.Kinsey+
13677,T.H.Braid
13678,J.W.Knowles+
13679,G.Igo
13680,G.J.Weisel+
13681,W.Tornow+
13682,C.R.Howell+
13683,Z.M.Chen+
13684,PH.Martin+
13685,C.E.Floyd jr
13686,C.R.Howell+
13687,L.Y.Lowie+
13688,E.T.Jurney+
13689,A.B.Smith
13690,P.Staples+
13691,P.E.Koehler
13692,P.D.Zecher+
13693,E.B.Norman+
13694,J.M.Campbell+
13695,P.E.Koehler+
13696,S.M.Grimes+
13697,P.Staples+
13698,A.V.Ramayya+
13699,S.Cox+
13700,G.R.Keepin+
13701,G.S.Brunson+
13702,L.G.Creveling+
13703,R.Ejnisman+
13704,K.H.Sun+
13705,G.A.Cowan+
13706,J.E.Simmons+
13707,J.E.Brolley jr+
13708,R.B.Leachman+
13709,R.L.Henkel+
13710,L.Blumberg+
13711,J.E.Brolley jr+
13712,J.E.Simmons+
13713,B.E.Crawford+
13714,E.Brooks shera+
13715,D.A.Hicks+
13716,D.W.Hafemeister+
13717,W.W.T.Crane+
13718,H.G.Petrow+
13719,N.A.Morcos+
13720,J.E.Braley+
13721,F.Pleasonton
13722,V.J.Orphan+
13723,M.Drosg+
13724,R.M.Sedlar+
13725,Y.Danon+
13726,V.C.Rogers+
13727,J.A.Harvey+
13728,J.A.Harvey+
13729,P.E.Koehler+
13730,R.F.Carlton+
13731,H.A.Mook+
13732,J.A.Harvey
13733,J.A.Harvey+
13734,R.R.Winters+
13735,R.F.Carlton+
13736,A.R.DE L.Musgrove+
13737,H.M.Agrawal+
13738,D.J.Horen+
13739,H.M.Agrawal+
13740,F.B.Bateman+
13741,A.R.DE L.Musgrove+
13742,P.E.Koehler+
13743,A.B.Smith
13744,G.Leinweber+
13745,S.Raman+
13746,J.K.Hwang+
13747,M.Veselsky+
13748,D.A.Smith+
13749,J.H.Hamilton+
13750,R.O.Nelson+
13751,A.Sandulescu+
13752,B.M.Oliver+
13753,W.P.Abfalterer+
13754,A.R.de L.Musgrove+
13755,T.E.Slusarchyk
13756,E.P.Lippincott+
13757,I.G.Schroder+
13758,S.Raman+
13759,J.A.Harvey+
13760,M.Drosg+
13761,J.A.Harvey+
13762,C.J.Bailey+
13763,J.B.Garg+
13764,J.A.Harvey
13765,J.A.Harvey
13766,J.A.Harvey+
13767,J.A.Harvey+
13768,J.A.Harvey+
13769,J.A.Harvey+
13770,J.A.Harvey+
13771,J.A.Harvey+
13772,J.A.Harvey
13773,J.A.Harvey
13774,S.Raman+
13775,J.A.Harvey+
13776,R.W.Lamphere
13777,A.B.Smith
13778,A.B.Smith
13779,P.N.Seo+
13780,E.I.Sharapov+
13781,E.I.Sharapov+
13782,N.Boukharouba+
13783,K.S.Krane
13784,D.A.Smith+
13785,R.O.Nelson+
13786,W.Younes+
13787,L.A.Bernstein+
13788,E.Tavukcu+
13789,W.F.Libby+
13790,R.Ladenburg+
13791,D.J.Hughes+
13792,D.J.Larson+
13793,J.R.Drummond+
13794,W.P.Abfalterer+
13795,M.Drosg
13796,R.T.Siegel+
13797,A.S.Carroll+
13798,R.C.Haight+
13799,Q.Sharfuddin+
13800,R.S.Tanczyn+
13801,P.Staples+
13802,A.B.Smith+
13803,J.R.Walston+
13804,E.G.Christodoulou+
13805,J.R.Smith+
13806,J.W.Boldeman+
13807,S.C.Wu+
13808,D.C.Larson+
13809,R.L.Gill+
13810,D.L.Hill
13811,G.E.Thomas+
13812,D.E.Blatchley+
13813,W.M.Wilson+
13814,G.B.Beard+
13815,G.D.Loper+
13816,R.E.Cote+
13817,R.K.Smither+
13818,H.H.Bolotin
13819,W.M.Wilson+
13820,J.Vervier+
13821,A.P.Magruder+
13822,L.M.Bollinger+
13823,H.E.Jackson
13824,L.Cranberg+
13825,H.H.Bolotin+
13826,S.E.Hicks
13827,D.L.Bushnell+
13828,D.L.Bushnell+
13829,D.J.Buss+
13830,G.Vandenput+
13831,A.Namenson+
13832,R.K.Smither
13833,D.L.Bushnell+
13834,H.H.Bolotin+
13835,B.Hamermesh+
13836,T.von egidy+
13837,L.M.Bollinger+
13838,G.D.Loper+
13839,K.Schreckenbach+
13840,R.F.Carlton+
13841,Yu.M.Gledenov+
13842,L.Cranberg+
13843,W.E.Meyerhof+
13844,E.Starr+
13845,G.A.Fink
13846,J.C.Blackmon+
13847,W.M.Lopez+
13848,W.J.Maeck+
13849,R.W.Jewell+
13850,S.G.Carpenter+
13851,G.Leinweber+
13852,S.F.Hicks+
13853,M.Reier
13854,R.M.Sinclair
13855,B.B.Kinsey+
13856,B.B.Kinsey+
13857,L.L.Lowry
13858,L.Marquez
13859,D.J.Hughes
13860,D.J.Hughes+
13861,H.H.Barschall+
13862,M.W.Mcnaughton+
13863,E.M.Neidel+
13864,M.A.Islam+
13865,J.E.Koster+
13866,F.G.Perey+
13867,J.W.Meadows+
13868,R.E.Maerker
13869,R.E.Maerker+
13870,R.E.Maerker+
13871,J.K.Dickens+
13872,M.S.Pandey+
13873,J.A.Harvey
13874,J.A.Harvey
13875,J.A.Harvey
13876,Y.J.Ko+
13877,E.E.Anderson+
13878,A.B.Smith
13879,E.T.Jurney
13880,C.P.Stanford+
13881,R.L.Macklin+
13882,G.Tessler+
13883,R.W.Lougheed+
13884,R.O.Nelson+
13885,P.E.Garrett+
13886,P.Staples+
13887,F.S.Dietrich+
13888,T.G.Williamson+
13889,W.P.Abfalterer+
13890,K.H.Guber+
13891,K.H.Guber+
13892,P.E.Koehler+
13893,P.S.Rezentes+
13894,A.B.Smith
13895,C.D.Keith+
13896,W.Rapp+
13897,P.E.Koehler+
13898,K.Schoen+
13899,D.Rochman+
13900,I.Tomandl+
13901,N.Fotiades+
13902,R.P.Devito+
13903,M.M.Nagadi+
13904,J.W.Dawson+
13905,P.E.Koehler+
13906,M.G.Inghram+
13907,R.F.Carlton+
13908,P.R.Huffman+
13909,P.E.Koehler+
13910,E.Tavukcu+
13911,S.Cochavi+
13912,O.A.Wasson+
13913,J.A.Grundl
13914,O.A.Wasson+
13915,R.E.Chrien+
13916,C.M.Mccullagh+
13917,H.I.Liou+
13918,J.Kopecky+
13919,G.W.Carriveau
13920,S.Boehm+
13921,F.Bischoff+
13922,J.A.Cizewski+
13923,R.F.Casten+
13924,D.E.Conway+
13925,D.L.Price+
13926,E.L.Kelly+
13927,W.Gelletly+
13928,W.Gelletly+
13929,W.Gelletly+
13930,J.Kopecky+
13931,M.R.Bhat+
13932,R.F.Casten+
13933,M.A.J.Mariscotti+
13934,D.Breitig+
13935,E.Hellstrand+
13936,T.Ethvignot+
13937,M.M.Minor+
13938,M.M.Minor+
13939,P.E.Koehler+
13940,P.E.Garrett+
13941,M.Kadi+
13942,M.Yeh+
13943,P.E.Garrett+
13944,Y.X.Luo+
13945,M.L.Stelts+
13946,J.H.Osborne+
13947,S.Raman+
13948,M.C.Munro+
13949,P.E.Garrett+
13950,A.Celler+
13951,C.J.Martoff+
13952,J.R.Vanhoy+
13953,B.D.Anderson+
13954,C.Fransen+
13955,A.Martin+
13956,D.Bandyopadhyay+
13957,G.Chen+
13958,K.H.Guber+
13959,K.Furutaka+
13960,K.H.Guber+
13961,K.H.Guber+
13962,R.Pourang+
13963,M.A.Lone+
13964,T.Ethvignot+
13965,A.B.Smith
13966,J.R.M.Annand+
13967,B.Fazekas+
13968,D.P.Diprete+
13969,M.Thein+
13970,S.A.Long+
13971,J.A.Becker+
13972,P.E.Koehler+
13973,R.O.Nelson+
13974,P.E.Koehler
13975,R.L.Helmer+
13976,M.C.Vetterli+
13977,M.A.Moinester+
13978,S.A.Wender+
13979,L.Anli+
13980,M.M.Nagadi+
13981,M.R.Lane+
13982,P.Staples+
13983,C.M.Castaneda+
13984,G.Yue+
13985,A.Celler+
13986,M.Sarsour+
13987,S.F.Hicks+
13988,H.R.Setze+
13989,G.P.Millburn+
13990,J.Bendahan+
13991,D.W.S.Chan+
13992,H.Saleh+
13993,R.M.White+
13994,R.M.White+
13995,R.G.Johnson+
13996,J.R.Cooper+
13997,D.Dashdorj+
13998,W.Rapp+
13999,G.H.R.Kegel+
14000,G.Yue+
14001,J.J.Egan+
14002,M.O'connor+
14003,J.J.Egan+
14004,B.Antolkovic
14005,D.D.Long+
14006,W.P.Alford+
14007,W.P.Alford+
14008,T.M.Hamilton+
14009,J.Sowinski
14010,J.M.Sisterson+
14011,P.W.Lisowski+
14012,C.L.Duncan+
14013,C.Fransen+
14014,W.Younes+
14015,A.D.Carlson+
14016,P.W.Lisowski+
14017,T.Peterson+
14018,T.E.Young
14019,G.H.R.Kegel+
14020,W.F.Kiker
14021,N.Fotiades+
14022,W.A.Schier+
14023,R.L.Macklin+
14024,J.K.Dickens+
14025,J.Schmiedmayer+
14026,T.E.Young
14027,P.E.Koehler+
14028,L.A.Bernstein+
14029,R.T.Jones+
14030,A.B.Smith+
14031,M.M.Meier+
14032,E.I.Esch+
14033,A.B.Smith
14034,S.F.Hicks+
14035,A.D.Carlson+
14036,J.Rapaport+
14037,K.Furutaka+
14038,M.J.Trbovich+
14039,R.W.Finlay+
14040,S.Sakamoto+
14041,N.Fotiades+
14042,B.W.Weller+
14043,C.H.Johnson+
14044,L.Muga+
14045,G.B.Hudson
14046,D.R.Nethaway
14047,E.K.Hulet+
14048,A.D.Carlson
14049,Y.Watanabe+
14050,G.L.Pyle+
14051,R.E.Howe+
14052,D.M.Gilliam+
14053,G.F.Knoll
14054,J.F.Wild+
14055,D.C.Hoffman+
14056,J.M.Sisterson+
14057,P.Prokofjevs+
14058,C.D.Roper+
14059,L.Y.Lowie+
14060,R.W.Lougheed+
14061,L.F.Hansen+
14062,S.R.Gunn+
14063,P.C.Stevenson+
14064,D.A.Hicks+
14065,H.R.Bowman+
14066,Z.Fraenkel
14067,W.N.Mcelroy
14068,M.T.Mcellistrem+
14069,D.P.Diprete+
14070,S.R.Lesher+
14071,E.W.Kleppinger+
14072,S.W.Yates+
14073,B.L.Robinson+
14074,S.W.Yates+
14075,G.Molnar+
14076,J.M.Hanly+
14077,R.A.Gatenby+
14078,R.B.Regier+
14079,W.E.Nervik
14080,R.P.Schuman+
14081,A.A.Ebel+
14082,M.Tanenbaum+
14083,M.L.Yeater+
14084,P.S.Buchanan
14085,A.H.Lasday
14086,R.C.Block+
14087,K.J.Rosman+
14088,M.P.Tsoukatos
14090,K.H.Guber+
14091,D.Rochman+
14092,J.M.Sisterson+
14093,D.P.Barry+
14094,J.T.Burke+
14095,D.G.Breederland
14096,T.W.Bonner
14097,A.B.Smith+
14098,A.B.Smith
14099,B.E.Watt
14100,T.R.Herold
14101,S.L.Whetstone
14102,A.K.Furr+
14103,L.Torop
14104,C.Granja+
14105,C.Romano+
14106,D.E.Gonzalez-trotter+
14107,K.S.Krane+
14108,D.Rochman+
14109,T.Granier+
14110,G.Leinweber+
14111,J.St-pierre+
14112,N.J.Drindak+
14113,M.G.Rios+
14114,R.F.Carlton+
14115,A.Alimeti+
14116,S.Kunieda+
14117,T.Watanabe+
14118,R.O.Nelson+
14119,S.N.Choudry+
14120,R.R.Winters+
14121,P.E.Koehler+
14122,C.H.Johnson+
14123,P.W.Lisowski+
14124,R.T.Braun+
14125,P.S.Buchanan+
14126,A.E.Francis+
14127,R.L.Macklin
14128,J.B.Wilhelmy+
14129,J.A.Becker+
14130,F.Tovesson+
14131,S.R.Lesher+
14132,S.Nakamura+
14133,S.Nakamura+
14134,N.Nereson
14135,G.Desaussure+
14136,S.Kunieda+
14137,G.A.Linenberger+
14138,G.Desaussure+
14139,D.S.Sorenson+
14140,N.Fotiades+
14141,G.Muhrer+
14142,E.R.Rae+
14143,C.M.Frankle+
14144,W.Younes+
14145,C.R.Gould+
14146,B.F.Lyles+
14147,N.Fotiades+
14148,D.Dashdorj+
14149,M.Jandel+
14150,J.M.Sisterson
14151,C.M.Castaneda+
14152,D.L.Smith+
14153,T.G.Williamson+
14154,Y.Danon+
14155,K.H.Guber+
14156,S.Noda+
14157,S.N.Purohit+
14158,J.G.Williams+
14159,M.Devlin+
14160,N.Boukharouba+
14161,A.Couture+
14162,D.Dashdorj+
14163,R.T.Braun+
14164,A.M.Alpizar-vicente+
14165,M.C.Eastman+
14166,F.Tovesson+
14167,R.Fleming+
14168,M.Iwasaki+
14169,S.Raman+
14170,V.Mishra+
14171,V.Spiegel+
14172,A.P.Tonchev+
14173,H.Arakawa+
14174,W.L.Whittemore
14175,W.L.Whittemore
14176,P.W.Lisowski+
14177,D.Dashdorj+
14178,S.E.Darden+
14179,Y.Matsuda+
14180,D.A.Smith+
14181,J.M.Neill
14182,F.L.Lisman+
14183,M.S.Basunia+
14184,W.Abfalterer+
14185,M.L.Brooks+
14186,D.C.Larson+
14187,W.B.Clarke+
14188,W.N.Wang+
14189,J.H.Dave+
14190,R.A.Sigg+
14191,M.L.Stelts+
14192,T.S.Bhatia+
14193,D.Axen+
14194,J.A.Harvey
14195,V.V.Verbinski+
14196,M.J.Fluss+
14197,F.Pleasonton+
14198,V.C.Rogers
14199,L.J.Esch+
14200,G.Kugler+
14201,R.W.Peelle+
14202,F.P.Brady+
14203,D.C.Larson+
14204,X.Yang+
14205,J.P.Delaroche+
14206,A.F.M.Ishaq+
14207,D.S.Sorenson+
14208,M.Derengowski+
14209,M.Jandel+
14210,M.Scheck+
14211,P.E.Garrett+
14212,K.F.Hansen+
14213,H.Palevsky+
14214,F.Pleasonton+
14215,J.Taieb+
14216,W.L.Whittemore
14217,D.J.Vieira+
14218,J.M.Neill+
14219,S.Kunieda+
14220,W.C.Redman+
14221,W.E.Parker+
14222,W.Stadler
14223,F.Tovesson+
14224,T.Nakamura+
14225,J.A.Harvey+
14226,O.K.Harling
14227,J.D.Cole+
14228,E.Uberseder+
14229,H.C.Britt+
14230,J.M.Allmond+
14231,V.E.Guiseppe+
14232,C.D.Bowman+
14233,Y.Danon+
14234,J.A.Harvey
14235,Junhua Luo+
14236,U.Tippawan+
14237,J.Marganiec+
14238,I.Dillmann+
14239,M.J.Trbovich+
14240,A.Hutcheson+
14241,J.A.Harvey
14242,R.Sanchez+
14243,F.-J.Hambsch+
14244,O.Roig+
14245,R.Reifarth+
14246,K.H.Guber+
14247,R.W.Benjamin+
14248,J.Marganiec+
14249,R.Gwin
14250,S.R.Lesher+
14251,M.Bhike+
14252,J.A.Harvey
14253,Yu.M.Gledenov+
14254,B.L.Goldblum+
14255,N.Fotiades+
14256,P.E.Garrett+
14257,M.Calviani+
14258,R.Hatarik+
14259,C.Romano+
14260,R.Hatarik+
14261,J.A.Harvey
14262,H.Y.Lee+
14263,G.Leinweber+
14264,E.Elhami+
14265,G.J.Weisel+
14266,D.Dashdorj+
14267,Y.Hirayama+
14268,N.D.Scielzo+
14269,R.Shane+
14270,K.S.Krane
14271,F.Tovesson+
14273,T.Granier+
14274,W.J.Knox
14275,E.M.Mcmillan+
14276,B.E.Crawford+
14277,A.Kumar+
14278,V.P.Poenitz+
14279,R.W.Hoff+
14280,L.R.Greenwood
14281,D.W.Kneff+
14282,J.Toraskar+
14283,K.J.Moody+
14284,R.E.Chrien+
14285,D.A.Smith+
14286,D.L.Bleuel+
14289,H.Yan+
14290,S.Noda+
14291,R.Raut+
14292,J.J.Ressler+
14293,D.R.Deboisblanc+
14294,A.De volpi+
14295,K.W.Geiger+
14296,R.Sher+
14297,B.C.Diven+
14298,J.P.Unik+
14299,J.E.Hammel+
14300,H.Farrar iv+
14302,D.F.R.Mildner+
14303,J.M.Mueller+
14304,A.E.Greendale+
14305,J.A.Frenje+
14306,P.E.Koehler+
14307,T.Kajimoto+
14308,H.Arakawa+
14309,F.Tovesson+
14310,J.L.Ullmann+
14311,M.J.Rapp+
14315,A.Chyzh+
14316,R.O.Hughes+
14317,R.P.Devito+
14318,B.Baramsai+
14319,J.T.Thompson+
14320,A.B.Smith+
14321,P.E.Koehler+
14322,R.L.Macklin+
14323,S.L.Stephenson+
14324,K.H.Guber+
14325,F.C.Engesser+
14326,C.Bhatia+
14327,F.Boreli+
14328,S.Mirzadeh+
14329,J.L.Kammerdiener
14330,C.Bhatia+
14331,A.V.Daniel+
14332,K.S.Krane
14334,P.E.Koehler+
14337,A.H.Couture+
14338,B.L.Goldblum+
14339,N.D.Scielzo+
14340,A.Y.Dauenhauer+
14341,S.Macmullin+
14342,K.S.Krane
14343,Y.-R.Kang+
14345,M.A.Al-ohali+
14346,S.Torrel+
14347,T.Kajimoto+
14349,M.J.Rapp+
14350,A.Enqvist+
14351,M.W.Caffee+
14352,S.Macmullin+
14354,R.A.Anderl+
14355,C.Bhatia+
14356,B.H.Daub+
14358,C.Bhatia+
14359,N.Fotiades+
14360,A.Czeszumska+
14361,A.Chyzh+
14362,E.Ertan+
14364,A.Chyzh+
14366,J.Esterline+
14368,N.Fotiades+
14369,J.S.Fraser+
14370,M.S.Boswell+
14371,S.Macmullin+
14372,P.E.Koehler+
14373,E.I.Sharapov+
14376,H.Liu+
14377,T.Granier+
14378,R.Izsak+
14379,A.Chatillon+
14380,K.Miernik+
14382,G.Leinweber+
14383,S.Mosby+
14384,B.Laurent+
14385,M.Bhike+
14386,R.E.Chrien+
14387,H.R.Bowman+
14388,R.L.Macklin+
14389,J.Halperin+
14390,W.R.Kane+
14393,R.Block+
14394,R.Yanez+
14395,G.J.Weisel+
14396,R.O.Hughes+
14397,R.J.Casperson+
14398,M.Bhike+
14399,N.Nereson
14400,T.W.Bonner+
14401,E.L.Kelly+
14402,F.Tovesson+
14403,J.R.Vanhoy+
14405,S.A.Pozzi+
14407,K.S.Krane
14408,S.F.Dorsett+
14410,A.Ebran+
14413,E.Kwan+
14414,N.Gharibyan+
14415,R.C.Greenwood+
14416,P.L.Reeder+
14417,R.C.Greenwood+
14418,M.Sugimoto+
14419,K.H.Guber+
14420,K.Meierbachtol+
14421,R.Bahran+
14423,C.Bhatia+
14429,Megha Bhike+
14430,J.P.Lestone+
14431,N.V.Kornilov
14433,S.M.Sterbenz+
14434,W.S.Cassata+
14435,J.I.Marquez-damian+
14436,Z.M.Wang+
14437,S.Mukhopadhyay+
14438,D.A.Matters+
14439,G.J.Weisel+
14440,M.Drosg
14441,E.C.Finn+
14442,B.P.Crider+
14443,M.Bhike+
14446,M.Weigand+
14447,B.Champine+
14448,W.Tornow+
14451,J.R.Vanhoy+
14452,J.R.Vanhoy+
14453,S.Stave+
14455,D.Denis-petit+
14456,M.Q.Buckner+
14457,R.E.Chrien
14458,W.H.Walker+
14459,K.Meierbachtol+
14460,J.B.Albert+
14461,N.Fotiades+
14462,A.P.D.Ramirez+
14463,D.L.Duke+
14465,E.E.Peters+
14466,S.Mukhopadhyay+
14467,M.Weigand+
14468,K.S.Krane
14469,M.Bhike+
14470,R.C.Block+
14471,M.Q.Buckner+
14472,Megha Bhike+
14473,B.J.Mcdermott+
14475,B.E.Epping+
14476,A.Spyrou+
14477,E.Blain+
14479,W.John+
14480,M.E.Gooden+
14481,B.Baramsai+
14482,Krishichayan+
14483,L.E.Kirsch+
14494,N.V.Kornilov+
14495,R.W.Stoenner+
14496,J.Soter+
14497,M.Yuly+
14498,R.J.Casperson+
14500,B.D.Pierson+
14502,I.Newsome+
14508,K.Ramic+
14509,C.Wendorff+
14510,W.D.Newhauser
14511,S.D.Warshaw+
14512,B.D.Pierson+
14513,R.Yanez+
14514,S.G.Shin+
14515,S.J.Daugherty+
14517,J.King+
14518,Y.Danon+
14519,K.Siegl+
14520,J.A.Shusterman+
14521,A.M.Hurst+
14522,N.Fotiades+
14523,H.H.Barschall+
14524,J.B.Garg+
14525,L.P.Roy+
14526,C.B.Bigham
14527,S.V.Nablo+
14528,R.C.Block+
14529,Z.W.Miller
14531,D.L.Horrocks+
14532,W.John+
14533,G.Kugler+
14534,S.B.Kaufman+
14535,J.R.De laeter+
14536,W.Charlton+
14537,H.D.Selby+
14538,L.A.Metz+
14539,H.Nifenecker
14540,C.A.Bolig jr+
14541,C.E.Bemis jr+
14542,R.J.Lipinski+
14543,J.A.Adams+
14544,S.J.Luke+
14545,A.V.Ramayya+
14546,D.Fong+
14547,E.L.Reber+
14548,J.G.Wang+
14549,S.W.Cosper+
14550,R.A.Nobles
14551,J.C.Watson
14552,E.N.Sloth+
14553,E.L.Albenesius+
14554,D.L.Horrocks
14555,M.E.Gooden+
14556,J.C.Batchelder+
14557,B.Manning+
14558,K.S.Krane
14559,H.H.Landon
14562,K.S.Krane
14563,J.W.Rogers+
14564,L.R.Bunney+
14565,E.J.Hennelly+
14566,K.B.Grammer+
14567,M.A.Lone+
14568,V.Fischer+
14569,H.W.Lefevre+
14570,O.A.Akindele+
14571,C.J.Prokop+
14573,B.Bhandari+
14574,P.F.Schuster+
14575,C.J.Forrest+
14576,M.J.Rapp+
14577,R.Brandt+
14578,Z.Fraenkel+
14579,F.Pleasonton+
14580,G.M.Raisbeck+
14581,G.W.Wetherill
14582,H.A.Selic+
14583,W.Tornow+
14584,B.D.Pierson+
14585,H.E.Wegner
14586,S.L.Whetstone jr+
14588,P.Casoli+
14589,Y.Y.Chu
14590,I.G.Schroder+
14591,K.W.Allen+
14592,K.W.Allen+
14593,D.E.Waters+
14594,D.W.Engelkemeir+
14595,J.W.Meadows
14596,G.Lum-hee+
14597,C.R.Dillard+
14598,S.Katcoff+
14599,S.Katcoff+
14600,D.Higgins+
14601,B.S.Wang+
14602,K.S.Krane
14603,B.H.Erkkila+
14604,J.Weber+
14605,R.Haun+
14606,V.Geppert-kleinrath+
14607,T.B.Novey
14608,R.P.Schuman
14609,S.Katcoff+
14610,E.J.Hoagland+
14612,F.J.Walter+
14613,E.M.Bohn+
14614,E.P.Steinberg+
14615,S.Katcoff+
14616,S.Katcoff+
14617,S.Katcoff+
14618,T.D.Thomas+
14619,J.A.Marinsky+
14620,P.K.Kuroda+
14621,J.K.Dickens+
14622,H.G.Thode+
14623,G.P.Ford
14624,G.Buzzelli+
14625,L.R.Bunney+
14626,L.E.Glendenin+
14627,L.Winsberg
14628,L.Yaffe+
14629,M.F.Duret+
14630,W.H.Sullivan+
14631,H.L.Hall+
14632,A.Czeszumska+
14633,R.C.Malone+
14634,B.M.Musangu+
14636,R.A.Henderson
14637,W.J.Maeck
14638,L.E.Glendenin
14639,A.Goldstein+
14640,D.D.Sabu+
14641,H.N.Erten
14642,F.S.Dietrich+
14652,H.C.Britt+
14653,H.C.Britt+
14654,E.Segre+
14655,P.R.Fields+
14656,N.V.Kornilov+
14657,K.S.Krane
14658,N.Fotiades+
14659,M.R.Anderson+
14660,D.Hensle+
14661,C.D.Pruitt+
14662,C.D.Pruitt
14663,T.N.Massey+
14664,R.F.Christy+
14665,O.Chamberlain+
14666,A.O.Hanson
14667,N.P.Heydenburg+
14668,D.L.Benedict+
14669,E.Segre+
14670,R.F.Taschek+
14671,J.H.Manley+
14672,J.Hornbostel+
14673,R.R.Wilson+
14674,D.P.Barry+
14675,M.R.Macphail
14676,K.E.Remley+
14677,A.Pica+
14678,O.A.Ersoz+
14679,K.S.Krane
14680,K.Broderick+
14681,A.V.Voinov+
14682,K.J.Kelly+
14683,S.A.Kuvin+
14684,P.Marini+
14685,B.S.Wang+
14686,J.M.Brown+
14687,C.P.Baker+
14688,B.D.Mcdaniel+
14689,H.L.Anderson+
14690,E.Fermi+
14691,Wm.B.Jones jr
14692,W.W.Havens jr+
14694,F.G.P.Seidl+
14695,N.E.Bradbury+
14696,J.R.Dunning
14697,J.A.Shusterman+
14698,J.Burggraf+
14699,J.G.Hoffman+
14700,A.C.G.Mitchell+
14701,G.E.Gibson+
14702,G.T.Seaborg+
14703,D.C.Grahame+
14704,H.L.Anderson+
14705,J.Hadley+
14706,E.Bragdon
14707,I.W.Ruderman+
14708,S.W.Finch+
14709,R.C.Block+
14710,A.M.Mcevoy+
14711,S.A.Kuvin+
14712,S.L.Stephenson+
14714,K.S.Krane
14715,A.Chemey+
14716,R.G.Pizzone+
14717,D.C.Hoffman+
14718,L.Yaffe+
14719,P.W.Lisowski+
14720,N.Quartemont+
14721,L.Snyder+
14722,G.A.Linenberger+
14723,C.L.Bailey+
14724,C.L.Bailey+
14725,F.Bloch+
14726,K.J.Kelly+
14727,H.T.Richards+
14728,E.E.Anderson+
14729,H.T.Richards+
14730,O.Chamberlain+
14731,H.M.Agnew+
14732,M.Deutsch+
14733,J.W.Dewire+
14734,E.E.Anderson+
14735,M.Deutsch+
14736,W.M.Woodward+
14737,B.D.Mcdaniel+
14738,H.T.Richards+
14739,F.De hoffmann+
14740,H.M.Agnew+
14741,G.Farwell+
14742,H.H.Barschall+
14743,G.P.Arnold+
14744,H.M.Agnew
14745,J.H.Coon+
14746,F.L.Ribe+
14748,S.F.Hicks+
14749,P.E.Tannenwald
14780,A.J.Ferguson+
14781,H.Palevsky+
14783,J.M.Brown+
14784,A.P.D.Ramirez+
14785,W.E.Good+
14786,C.O.Muehlhause
14787,S.A.Kuvin+
14788,K.J.Kelly+
14790,P.Gastis+
14791,A.Laminack+
14792,A.P.D.Ramirez+
14793,H.H.Landon
14794,S.Mosby+
14796,P.E.Koehler+
14797,P.E.Koehler
14798,A.B.Smith+
14799,P.Marini+
14800,R.C.Malone+
14801,D.Fritz+
14802,E.T.Booth+
14803,D.C.Santry+
14804,A.Turkevich
14805,S.F.Mughabghab+
14806,B.-H.Choi+
14807,A.Ghiorso+
14808,S.Katcoff
14809,N.P.Giha+
14810,S.Mukhopadhyay+
14811,C.Romano+
14812,A.M.Marenco+
14813,D.Fritz+
14814,R.K.Sheline+
14818,W.W.Wadman
14819,E.Leal-cidoncha+
14820,K.J.Kelly+
14822,A.P.D.Ramirez+
14823,K.J.Kelly+
14824,S.Andringa+
14825,P.W.Lisowski+
14826,S.Kim+
14827,W.G.Alberts+
14828,P.L.Reeder+
14829,K.J.Kelly+
14830,A.S.Tamashiro+
14831,S.Fiebiger+
14832,J.J.Goodell+
14833,H.Y.Lee+
14834,A.S.Tamashiro+
14835,A.S.Tamashiro+
14837,M.E.Gooden+
14838,S.Marin+
14839,I.Knapova+
14840,K.Hanselman+
14841,W.-J.Ong+
14842,T.S.Nagel+
14844,J.G.Cuninghame
14845,W.J.Maeck+
20001,J.Blons+
20002,B.H.Patrick+
20003,M.G.Cao+
20004,D.L.Allan
20005,E.Migneco+
20006,G.Lundgren
20007,N.Ahmed+
20008,Y.Tomita+
20009,E.Migneco+
